timestamp,heart rate zone,total minutes
2024-10-30T19:18:00Z,fat burn,1
2024-10-30T19:19:00Z,fat burn,1
2024-10-30T19:20:00Z,fat burn,1
2024-10-30T19:22:00Z,fat burn,1
2024-10-30T19:23:00Z,fat burn,1
2024-10-30T19:24:00Z,fat burn,1
2024-10-30T19:26:00Z,fat burn,1
2024-10-30T19:37:00Z,fat burn,1
2024-10-30T19:38:00Z,fat burn,1
2024-10-30T19:39:00Z,fat burn,1
2024-10-30T19:40:00Z,fat burn,1
2024-10-30T19:41:00Z,fat burn,1
2024-10-30T19:42:00Z,fat burn,1
2024-10-30T19:43:00Z,fat burn,1
2024-10-30T19:44:00Z,fat burn,1
2024-10-30T19:45:00Z,fat burn,1
2024-10-30T19:46:00Z,fat burn,1
2024-10-30T19:47:00Z,fat burn,1
2024-10-30T19:48:00Z,fat burn,1
2024-10-30T19:49:00Z,fat burn,1
2024-10-30T19:50:00Z,cardio,2
2024-10-30T19:51:00Z,fat burn,1
2024-10-30T19:52:00Z,fat burn,1
2024-10-30T19:53:00Z,fat burn,1
2024-10-30T19:54:00Z,fat burn,1
2024-10-30T19:55:00Z,fat burn,1
2024-10-30T19:56:00Z,fat burn,1
2024-10-30T19:57:00Z,fat burn,1
2024-10-30T19:58:00Z,fat burn,1
2024-10-30T19:59:00Z,fat burn,1
2024-10-30T20:00:00Z,fat burn,1
2024-10-30T20:01:00Z,fat burn,1
2024-10-30T20:02:00Z,cardio,2
2024-10-30T20:03:00Z,cardio,2
2024-10-30T20:04:00Z,cardio,2
2024-10-30T20:05:00Z,cardio,2
2024-10-30T20:06:00Z,cardio,2
2024-10-30T20:07:00Z,cardio,2
2024-10-30T20:08:00Z,cardio,2
2024-10-30T20:09:00Z,fat burn,1
2024-10-30T20:10:00Z,cardio,2
2024-10-30T20:11:00Z,fat burn,1
2024-10-30T20:12:00Z,fat burn,1
2024-10-30T20:13:00Z,fat burn,1
2024-10-30T20:14:00Z,fat burn,1
2024-10-30T20:15:00Z,fat burn,1
2024-10-30T20:39:00Z,fat burn,1
2024-10-30T20:40:00Z,cardio,2
2024-10-30T20:41:00Z,cardio,2
2024-10-30T20:42:00Z,cardio,2
2024-10-30T20:43:00Z,cardio,2
2024-10-30T20:44:00Z,cardio,2
2024-10-30T20:45:00Z,cardio,2
2024-10-30T20:46:00Z,cardio,2
2024-10-30T20:47:00Z,fat burn,1
2024-10-30T20:48:00Z,fat burn,1
2024-10-30T20:49:00Z,fat burn,1
2024-10-30T20:50:00Z,fat burn,1
2024-10-30T20:51:00Z,fat burn,1
2024-10-30T20:52:00Z,fat burn,1
2024-10-30T20:53:00Z,fat burn,1
2024-10-30T20:58:00Z,fat burn,1
2024-10-30T20:59:00Z,fat burn,1
2024-10-30T21:00:00Z,cardio,2
2024-10-30T21:01:00Z,cardio,2
2024-10-30T21:02:00Z,cardio,2
2024-10-30T21:03:00Z,cardio,2
2024-10-30T21:04:00Z,cardio,2
2024-10-30T21:05:00Z,cardio,2
2024-10-30T21:06:00Z,cardio,2
2024-10-30T21:07:00Z,cardio,2
2024-10-30T21:08:00Z,cardio,2
2024-10-30T21:09:00Z,cardio,2
2024-10-30T21:10:00Z,cardio,2
2024-10-30T21:11:00Z,cardio,2
2024-10-30T21:12:00Z,fat burn,1
2024-10-30T21:13:00Z,fat burn,1
2024-10-30T21:14:00Z,fat burn,1
2024-10-30T21:15:00Z,fat burn,1
2024-10-30T21:16:00Z,fat burn,1
2024-10-30T21:17:00Z,fat burn,1
2024-10-30T21:18:00Z,fat burn,1
2024-10-30T21:19:00Z,fat burn,1
2024-10-30T21:20:00Z,fat burn,1
2024-10-30T21:21:00Z,fat burn,1
2024-10-30T21:22:00Z,fat burn,1
2024-10-30T21:23:00Z,fat burn,1
2024-10-30T21:24:00Z,fat burn,1
2024-10-30T21:25:00Z,fat burn,1
2024-10-30T21:26:00Z,fat burn,1
2024-10-30T21:27:00Z,fat burn,1
2024-10-30T21:28:00Z,fat burn,1
2024-10-30T21:29:00Z,fat burn,1
2024-10-30T21:30:00Z,fat burn,1
2024-10-30T21:31:00Z,fat burn,1
2024-10-30T21:32:00Z,fat burn,1
2024-10-30T21:33:00Z,fat burn,1
2024-10-30T21:34:00Z,fat burn,1
2024-10-30T21:35:00Z,fat burn,1
2024-10-30T21:36:00Z,fat burn,1
2024-10-30T21:37:00Z,fat burn,1
2024-10-30T21:38:00Z,fat burn,1
2024-10-30T21:39:00Z,fat burn,1
2024-10-30T21:40:00Z,fat burn,1
2024-10-30T21:41:00Z,fat burn,1
2024-10-30T21:42:00Z,fat burn,1
2024-10-30T21:43:00Z,fat burn,1
2024-10-30T21:44:00Z,fat burn,1
2024-10-30T21:45:00Z,fat burn,1
2024-10-30T21:46:00Z,fat burn,1
2024-10-30T21:47:00Z,fat burn,1
2024-10-30T21:48:00Z,fat burn,1
2024-10-30T21:49:00Z,fat burn,1
2024-10-30T21:50:00Z,fat burn,1
2024-10-30T21:51:00Z,fat burn,1
2024-10-30T21:52:00Z,fat burn,1
2024-10-30T21:53:00Z,fat burn,1
2024-10-30T21:54:00Z,fat burn,1
2024-10-30T21:55:00Z,fat burn,1
2024-10-30T21:56:00Z,fat burn,1
2024-10-30T21:57:00Z,fat burn,1
2024-10-30T21:58:00Z,fat burn,1
2024-10-30T21:59:00Z,fat burn,1
2024-10-30T22:00:00Z,fat burn,1
2024-10-30T22:01:00Z,fat burn,1
2024-10-30T22:02:00Z,fat burn,1
2024-10-30T22:03:00Z,fat burn,1
2024-10-30T22:04:00Z,fat burn,1
2024-10-30T22:05:00Z,fat burn,1
2024-10-30T22:06:00Z,fat burn,1
2024-10-30T22:07:00Z,fat burn,1
2024-10-30T22:08:00Z,fat burn,1
2024-10-30T22:09:00Z,fat burn,1
2024-10-30T22:10:00Z,fat burn,1
2024-10-30T22:11:00Z,cardio,2
2024-10-30T22:12:00Z,fat burn,1
2024-10-30T22:13:00Z,fat burn,1
2024-10-30T22:14:00Z,fat burn,1
2024-10-30T22:15:00Z,fat burn,1
2024-10-30T22:16:00Z,fat burn,1
2024-10-30T22:17:00Z,fat burn,1
2024-10-30T22:18:00Z,fat burn,1
2024-10-30T22:19:00Z,fat burn,1
2024-10-30T22:21:00Z,fat burn,1
2024-10-30T22:23:00Z,fat burn,1
2024-10-30T22:24:00Z,fat burn,1
2024-10-30T22:25:00Z,fat burn,1
2024-10-30T22:50:00Z,fat burn,1
2024-10-30T22:51:00Z,fat burn,1
2024-10-30T22:52:00Z,fat burn,1
2024-10-30T22:53:00Z,fat burn,1
2024-10-30T22:54:00Z,fat burn,1
2024-10-30T22:55:00Z,fat burn,1
2024-10-30T22:57:00Z,fat burn,1
2024-10-30T23:01:00Z,fat burn,1
2024-10-30T23:13:00Z,fat burn,1
2024-10-30T23:17:00Z,fat burn,1
2024-10-30T23:18:00Z,fat burn,1
2024-10-30T23:19:00Z,fat burn,1
2024-10-30T23:23:00Z,fat burn,1
2024-10-30T23:24:00Z,fat burn,1
