timestamp,beats per minute
2024-10-09T13:03:27Z,98.0
2024-10-09T13:03:29Z,109.0
2024-10-09T13:03:31Z,104.0
2024-10-09T13:03:33Z,91.0
2024-10-09T13:03:35Z,97.0
2024-10-09T13:03:37Z,98.0
2024-10-09T13:03:39Z,106.0
2024-10-09T13:03:41Z,110.0
2024-10-09T13:03:44Z,110.0
2024-10-09T13:03:47Z,111.0
2024-10-09T13:03:49Z,106.0
2024-10-09T13:03:50Z,107.0
2024-10-09T13:03:52Z,108.0
2024-10-09T13:03:54Z,110.0
2024-10-09T13:03:56Z,116.0
2024-10-09T13:03:58Z,107.0
2024-10-09T13:04:00Z,106.0
2024-10-09T13:04:02Z,107.0
2024-10-09T13:04:04Z,108.0
2024-10-09T13:04:06Z,110.0
2024-10-09T13:04:08Z,113.0
2024-10-09T13:04:10Z,114.0
2024-10-09T13:04:13Z,114.0
2024-10-09T13:04:14Z,114.0
2024-10-09T13:04:17Z,113.0
2024-10-09T13:04:19Z,111.0
2024-10-09T13:04:21Z,108.0
2024-10-09T13:04:24Z,108.0
2024-10-09T13:04:25Z,110.0
2024-10-09T13:04:27Z,107.0
2024-10-09T13:04:29Z,102.0
2024-10-09T13:04:31Z,101.0
2024-10-09T13:04:33Z,103.0
2024-10-09T13:04:35Z,106.0
2024-10-09T13:04:38Z,106.0
2024-10-09T13:04:40Z,107.0
2024-10-09T13:04:42Z,110.0
2024-10-09T13:04:44Z,112.0
2024-10-09T13:04:46Z,110.0
2024-10-09T13:04:48Z,108.0
2024-10-09T13:04:51Z,108.0
2024-10-09T13:04:52Z,109.0
2024-10-09T13:04:55Z,109.0
2024-10-09T13:04:56Z,111.0
2024-10-09T13:04:58Z,112.0
2024-10-09T13:05:00Z,114.0
2024-10-09T13:05:02Z,115.0
2024-10-09T13:05:05Z,115.0
2024-10-09T13:05:07Z,114.0
2024-10-09T13:05:09Z,111.0
2024-10-09T13:05:11Z,109.0
2024-10-09T13:05:14Z,109.0
2024-10-09T13:05:15Z,110.0
2024-10-09T13:05:17Z,107.0
2024-10-09T13:05:19Z,108.0
2024-10-09T13:05:21Z,105.0
2024-10-09T13:05:23Z,106.0
2024-10-09T13:05:25Z,109.0
2024-10-09T13:05:26Z,110.0
2024-10-09T13:05:28Z,109.0
2024-10-09T13:05:31Z,109.0
