timestamp,heart rate zone,total minutes
2024-11-13T18:29:00Z,fat burn,1
2024-11-13T18:30:00Z,fat burn,1
2024-11-13T18:31:00Z,fat burn,1
2024-11-13T18:36:00Z,fat burn,1
2024-11-13T18:37:00Z,fat burn,1
2024-11-13T18:38:00Z,fat burn,1
2024-11-13T18:39:00Z,fat burn,1
2024-11-13T18:40:00Z,fat burn,1
2024-11-13T18:41:00Z,fat burn,1
2024-11-13T18:42:00Z,fat burn,1
2024-11-13T18:43:00Z,fat burn,1
2024-11-13T18:44:00Z,fat burn,1
2024-11-13T18:45:00Z,fat burn,1
2024-11-13T18:46:00Z,fat burn,1
2024-11-13T18:47:00Z,fat burn,1
2024-11-13T18:48:00Z,fat burn,1
2024-11-13T18:49:00Z,fat burn,1
2024-11-13T18:50:00Z,fat burn,1
2024-11-13T18:51:00Z,fat burn,1
2024-11-13T18:52:00Z,fat burn,1
2024-11-13T18:53:00Z,fat burn,1
2024-11-13T18:54:00Z,fat burn,1
2024-11-13T18:55:00Z,fat burn,1
2024-11-13T19:01:00Z,fat burn,1
2024-11-13T19:02:00Z,fat burn,1
2024-11-13T19:03:00Z,fat burn,1
2024-11-13T19:04:00Z,fat burn,1
2024-11-13T19:05:00Z,fat burn,1
2024-11-13T19:06:00Z,fat burn,1
2024-11-13T19:07:00Z,fat burn,1
2024-11-13T19:08:00Z,fat burn,1
2024-11-13T19:09:00Z,fat burn,1
2024-11-13T19:10:00Z,fat burn,1
2024-11-13T19:11:00Z,fat burn,1
2024-11-13T19:12:00Z,fat burn,1
2024-11-13T19:13:00Z,fat burn,1
2024-11-13T19:17:00Z,fat burn,1
2024-11-13T19:26:00Z,fat burn,1
2024-11-13T19:29:00Z,fat burn,1
2024-11-13T19:56:00Z,fat burn,1
2024-11-13T19:57:00Z,fat burn,1
2024-11-13T20:00:00Z,fat burn,1
2024-11-13T20:01:00Z,fat burn,1
2024-11-13T20:07:00Z,fat burn,1
2024-11-13T20:09:00Z,fat burn,1
2024-11-13T20:10:00Z,fat burn,1
2024-11-13T20:11:00Z,fat burn,1
2024-11-13T20:12:00Z,fat burn,1
2024-11-13T20:13:00Z,fat burn,1
2024-11-13T20:14:00Z,fat burn,1
2024-11-13T20:15:00Z,fat burn,1
2024-11-13T20:16:00Z,fat burn,1
2024-11-13T20:17:00Z,fat burn,1
2024-11-13T20:18:00Z,fat burn,1
2024-11-13T20:19:00Z,fat burn,1
2024-11-13T20:20:00Z,fat burn,1
2024-11-13T20:21:00Z,fat burn,1
2024-11-13T20:22:00Z,fat burn,1
2024-11-13T20:23:00Z,fat burn,1
2024-11-13T20:24:00Z,fat burn,1
2024-11-13T20:25:00Z,fat burn,1
2024-11-13T20:26:00Z,fat burn,1
2024-11-13T20:27:00Z,fat burn,1
2024-11-13T20:29:00Z,fat burn,1
2024-11-13T20:30:00Z,fat burn,1
2024-11-13T20:31:00Z,fat burn,1
2024-11-13T20:32:00Z,fat burn,1
2024-11-13T20:34:00Z,fat burn,1
2024-11-13T20:35:00Z,fat burn,1
2024-11-13T20:36:00Z,fat burn,1
2024-11-13T20:37:00Z,fat burn,1
2024-11-13T20:38:00Z,fat burn,1
2024-11-13T20:39:00Z,fat burn,1
2024-11-13T20:40:00Z,fat burn,1
2024-11-13T20:41:00Z,fat burn,1
2024-11-13T20:42:00Z,fat burn,1
2024-11-13T20:43:00Z,fat burn,1
2024-11-13T20:44:00Z,fat burn,1
2024-11-13T20:45:00Z,fat burn,1
2024-11-13T20:46:00Z,fat burn,1
2024-11-13T21:34:00Z,fat burn,1
2024-11-13T21:35:00Z,fat burn,1
2024-11-13T21:36:00Z,fat burn,1
2024-11-13T21:37:00Z,fat burn,1
2024-11-13T21:38:00Z,fat burn,1
2024-11-13T21:39:00Z,fat burn,1
2024-11-13T21:40:00Z,fat burn,1
2024-11-13T21:41:00Z,fat burn,1
2024-11-13T21:42:00Z,fat burn,1
2024-11-13T21:43:00Z,fat burn,1
2024-11-13T21:44:00Z,fat burn,1
2024-11-13T21:45:00Z,fat burn,1
2024-11-13T21:46:00Z,fat burn,1
2024-11-13T21:47:00Z,fat burn,1
2024-11-13T21:48:00Z,fat burn,1
2024-11-13T21:49:00Z,fat burn,1
2024-11-13T21:50:00Z,fat burn,1
2024-11-13T21:51:00Z,fat burn,1
2024-11-13T21:52:00Z,fat burn,1
2024-11-13T21:54:00Z,fat burn,1
2024-11-13T21:58:00Z,fat burn,1
2024-11-13T21:59:00Z,fat burn,1
2024-11-13T22:00:00Z,fat burn,1
2024-11-13T22:05:00Z,fat burn,1
2024-11-13T22:06:00Z,fat burn,1
2024-11-13T22:07:00Z,fat burn,1
2024-11-13T22:08:00Z,fat burn,1
2024-11-13T22:09:00Z,fat burn,1
2024-11-13T22:10:00Z,fat burn,1
2024-11-13T22:11:00Z,fat burn,1
2024-11-13T22:12:00Z,fat burn,1
2024-11-13T22:13:00Z,fat burn,1
2024-11-13T22:14:00Z,fat burn,1
2024-11-13T22:15:00Z,fat burn,1
2024-11-13T22:16:00Z,fat burn,1
2024-11-13T22:17:00Z,fat burn,1
2024-11-13T22:18:00Z,fat burn,1
2024-11-13T22:19:00Z,fat burn,1
2024-11-13T22:20:00Z,fat burn,1
2024-11-13T22:21:00Z,fat burn,1
2024-11-13T22:22:00Z,fat burn,1
2024-11-13T22:23:00Z,fat burn,1
2024-11-13T22:24:00Z,fat burn,1
2024-11-13T22:25:00Z,fat burn,1
2024-11-13T22:26:00Z,fat burn,1
2024-11-13T22:27:00Z,fat burn,1
2024-11-13T22:28:00Z,fat burn,1
2024-11-13T22:29:00Z,fat burn,1
2024-11-13T22:30:00Z,fat burn,1
2024-11-13T23:08:00Z,fat burn,1
2024-11-13T23:09:00Z,fat burn,1
2024-11-13T23:11:00Z,fat burn,1
2024-11-13T23:12:00Z,fat burn,1
2024-11-13T23:13:00Z,fat burn,1
2024-11-13T23:14:00Z,fat burn,1
2024-11-13T23:15:00Z,fat burn,1
2024-11-13T23:16:00Z,fat burn,1
2024-11-13T23:17:00Z,fat burn,1
2024-11-13T23:18:00Z,fat burn,1
2024-11-13T23:19:00Z,fat burn,1
2024-11-13T23:20:00Z,fat burn,1
2024-11-13T23:41:00Z,fat burn,1
2024-11-13T23:43:00Z,fat burn,1
2024-11-13T23:44:00Z,fat burn,1
2024-11-13T23:45:00Z,fat burn,1
