timestamp,steps
2024-11-13T14:45:00Z,12
2024-11-13T14:46:00Z,12
2024-11-13T14:48:00Z,62
2024-11-13T14:49:00Z,82
2024-11-13T14:50:00Z,80
2024-11-13T14:51:00Z,62
2024-11-13T14:52:00Z,84
2024-11-13T14:53:00Z,55
2024-11-13T14:54:00Z,37
2024-11-13T14:56:00Z,31
2024-11-13T14:57:00Z,52
2024-11-13T14:58:00Z,85
2024-11-13T14:59:00Z,108
2024-11-13T15:00:00Z,115
2024-11-13T15:01:00Z,126
2024-11-13T15:02:00Z,125
2024-11-13T15:03:00Z,126
2024-11-13T15:04:00Z,118
2024-11-13T15:05:00Z,112
2024-11-13T15:06:00Z,113
2024-11-13T15:07:00Z,108
2024-11-13T15:08:00Z,90
2024-11-13T15:09:00Z,20
2024-11-13T15:10:00Z,24
2024-11-13T15:11:00Z,75
2024-11-13T15:12:00Z,47
2024-11-13T15:20:00Z,16
2024-11-13T15:21:00Z,10
2024-11-13T15:25:00Z,6
2024-11-13T15:29:00Z,9
2024-11-13T15:32:00Z,126
2024-11-13T15:37:00Z,5
2024-11-13T15:46:00Z,7
2024-11-13T15:47:00Z,20
2024-11-13T15:48:00Z,10
2024-11-13T15:56:00Z,74
2024-11-13T15:57:00Z,61
2024-11-13T15:58:00Z,88
2024-11-13T15:59:00Z,9
2024-11-13T16:03:00Z,15
2024-11-13T16:04:00Z,6
2024-11-13T16:09:00Z,7
2024-11-13T16:10:00Z,6
2024-11-13T16:17:00Z,18
2024-11-13T16:18:00Z,98
2024-11-13T16:19:00Z,117
2024-11-13T16:20:00Z,120
2024-11-13T16:21:00Z,116
2024-11-13T16:22:00Z,113
2024-11-13T16:23:00Z,118
2024-11-13T16:24:00Z,115
2024-11-13T16:25:00Z,101
2024-11-13T16:26:00Z,19
2024-11-13T16:27:00Z,20
2024-11-13T16:29:00Z,9
2024-11-13T16:30:00Z,13
2024-11-13T16:32:00Z,137
2024-11-13T16:33:00Z,101
2024-11-13T16:34:00Z,110
2024-11-13T16:35:00Z,105
2024-11-13T16:36:00Z,106
2024-11-13T16:37:00Z,66
2024-11-13T16:38:00Z,83
2024-11-13T16:39:00Z,27
2024-11-13T16:40:00Z,82
2024-11-13T16:41:00Z,102
2024-11-13T16:42:00Z,102
2024-11-13T16:43:00Z,104
2024-11-13T16:44:00Z,107
2024-11-13T16:45:00Z,99
2024-11-13T16:46:00Z,83
2024-11-13T16:47:00Z,80
2024-11-13T16:48:00Z,112
2024-11-13T16:49:00Z,111
2024-11-13T16:50:00Z,103
2024-11-13T16:51:00Z,99
2024-11-13T16:52:00Z,104
2024-11-13T16:53:00Z,100
2024-11-13T16:54:00Z,103
2024-11-13T16:55:00Z,79
2024-11-13T16:56:00Z,100
2024-11-13T16:57:00Z,93
2024-11-13T16:58:00Z,21
2024-11-13T16:59:00Z,6
2024-11-13T17:00:00Z,4
2024-11-13T17:01:00Z,49
2024-11-13T17:02:00Z,86
2024-11-13T17:03:00Z,110
2024-11-13T17:04:00Z,125
2024-11-13T17:05:00Z,128
2024-11-13T17:06:00Z,114
2024-11-13T17:07:00Z,113
2024-11-13T17:08:00Z,90
2024-11-13T17:09:00Z,120
2024-11-13T17:10:00Z,117
2024-11-13T17:11:00Z,119
2024-11-13T17:12:00Z,123
2024-11-13T17:13:00Z,124
