timestamp,steps
2024-10-30T00:15:00Z,67
2024-10-30T00:17:00Z,18
2024-10-30T00:44:00Z,2
2024-10-30T01:22:00Z,8
2024-10-30T01:56:00Z,17
2024-10-30T10:34:00Z,12
2024-10-30T11:02:00Z,131
2024-10-30T11:10:00Z,9
2024-10-30T11:11:00Z,24
2024-10-30T11:12:00Z,17
2024-10-30T11:13:00Z,31
2024-10-30T11:14:00Z,48
2024-10-30T11:15:00Z,30
2024-10-30T11:16:00Z,46
2024-10-30T11:17:00Z,79
2024-10-30T11:18:00Z,1
2024-10-30T11:19:00Z,37
2024-10-30T11:22:00Z,31
2024-10-30T11:23:00Z,21
2024-10-30T12:07:00Z,36
2024-10-30T12:09:00Z,6
2024-10-30T12:10:00Z,7
2024-10-30T12:12:00Z,28
2024-10-30T12:13:00Z,10
2024-10-30T12:15:00Z,19
2024-10-30T12:16:00Z,15
2024-10-30T12:27:00Z,61
2024-10-30T12:28:00Z,8
2024-10-30T12:52:00Z,10
2024-10-30T12:53:00Z,18
2024-10-30T12:56:00Z,8
2024-10-30T12:58:00Z,20
2024-10-30T13:19:00Z,5
2024-10-30T13:34:00Z,21
2024-10-30T13:35:00Z,24
2024-10-30T13:39:00Z,8
2024-10-30T13:47:00Z,18
2024-10-30T13:55:00Z,11
2024-10-30T13:57:00Z,8
2024-10-30T14:08:00Z,23
2024-10-30T14:09:00Z,32
2024-10-30T14:10:00Z,29
2024-10-30T14:11:00Z,24
2024-10-30T14:12:00Z,53
2024-10-30T14:13:00Z,30
2024-10-30T14:14:00Z,13
2024-10-30T14:21:00Z,30
2024-10-30T14:22:00Z,57
2024-10-30T14:23:00Z,57
2024-10-30T14:24:00Z,39
2024-10-30T14:25:00Z,59
2024-10-30T14:26:00Z,31
2024-10-30T14:27:00Z,26
2024-10-30T14:31:00Z,56
2024-10-30T14:32:00Z,23
2024-10-30T14:34:00Z,8
2024-10-30T14:37:00Z,12
2024-10-30T14:38:00Z,9
2024-10-30T14:39:00Z,6
2024-10-30T14:40:00Z,15
2024-10-30T14:41:00Z,27
2024-10-30T14:42:00Z,16
2024-10-30T14:43:00Z,15
2024-10-30T14:46:00Z,26
2024-10-30T14:47:00Z,46
2024-10-30T14:48:00Z,7
2024-10-30T14:49:00Z,65
2024-10-30T14:50:00Z,65
2024-10-30T14:51:00Z,81
2024-10-30T14:52:00Z,44
2024-10-30T14:53:00Z,40
2024-10-30T14:54:00Z,73
2024-10-30T14:55:00Z,118
2024-10-30T14:56:00Z,113
2024-10-30T14:57:00Z,122
2024-10-30T14:58:00Z,114
2024-10-30T14:59:00Z,110
2024-10-30T15:00:00Z,117
2024-10-30T15:01:00Z,117
2024-10-30T15:02:00Z,121
2024-10-30T15:03:00Z,123
2024-10-30T15:04:00Z,105
2024-10-30T15:05:00Z,75
2024-10-30T15:14:00Z,11
2024-10-30T15:15:00Z,5
2024-10-30T15:21:00Z,5
2024-10-30T15:29:00Z,8
2024-10-30T15:30:00Z,8
2024-10-30T15:31:00Z,8
2024-10-30T15:33:00Z,4
2024-10-30T15:37:00Z,68
2024-10-30T15:38:00Z,71
2024-10-30T15:39:00Z,75
2024-10-30T15:40:00Z,42
2024-10-30T15:41:00Z,8
2024-10-30T15:50:00Z,47
2024-10-30T15:51:00Z,58
2024-10-30T15:52:00Z,7
2024-10-30T16:04:00Z,8
2024-10-30T16:06:00Z,43
2024-10-30T16:07:00Z,102
2024-10-30T16:08:00Z,116
2024-10-30T16:09:00Z,62
2024-10-30T16:10:00Z,71
2024-10-30T16:11:00Z,119
2024-10-30T16:12:00Z,119
2024-10-30T16:13:00Z,119
2024-10-30T16:14:00Z,119
2024-10-30T16:15:00Z,113
2024-10-30T16:16:00Z,114
