timestamp,beats per minute
2024-11-27T00:00:01Z,106.0
2024-11-27T00:00:04Z,107.0
2024-11-27T00:00:06Z,108.0
2024-11-27T00:00:08Z,109.0
2024-11-27T00:00:10Z,108.0
2024-11-27T00:00:12Z,106.0
2024-11-27T00:00:14Z,104.0
2024-11-27T00:00:16Z,105.0
2024-11-27T00:00:18Z,107.0
2024-11-27T00:00:20Z,108.0
2024-11-27T00:00:23Z,108.0
2024-11-27T00:00:26Z,108.0
2024-11-27T00:00:29Z,110.0
2024-11-27T00:00:31Z,108.0
2024-11-27T00:00:33Z,105.0
2024-11-27T00:00:35Z,103.0
2024-11-27T00:00:37Z,102.0
2024-11-27T00:00:39Z,101.0
2024-11-27T00:00:41Z,100.0
2024-11-27T00:00:43Z,98.0
2024-11-27T00:00:45Z,96.0
2024-11-27T00:00:48Z,96.0
2024-11-27T00:00:51Z,97.0
2024-11-27T00:00:52Z,98.0
2024-11-27T00:00:54Z,99.0
2024-11-27T00:00:56Z,100.0
2024-11-27T00:00:59Z,100.0
2024-11-27T00:01:00Z,101.0
2024-11-27T00:01:02Z,100.0
2024-11-27T00:01:05Z,100.0
2024-11-27T00:01:08Z,100.0
2024-11-27T00:01:11Z,100.0
2024-11-27T00:01:12Z,101.0
2024-11-27T00:01:14Z,101.0
2024-11-27T00:01:15Z,102.0
2024-11-27T00:01:18Z,102.0
2024-11-27T00:01:19Z,101.0
2024-11-27T00:01:21Z,100.0
2024-11-27T00:01:23Z,99.0
2024-11-27T00:01:25Z,100.0
2024-11-27T00:01:28Z,100.0
2024-11-27T00:01:29Z,102.0
2024-11-27T00:01:31Z,103.0
2024-11-27T00:01:33Z,104.0
2024-11-27T00:01:36Z,104.0
2024-11-27T00:01:38Z,103.0
2024-11-27T00:01:40Z,101.0
2024-11-27T00:01:42Z,100.0
2024-11-27T00:01:44Z,101.0
2024-11-27T00:01:46Z,102.0
2024-11-27T00:01:48Z,104.0
2024-11-27T00:01:51Z,104.0
2024-11-27T00:01:52Z,101.0
2024-11-27T00:01:54Z,98.0
2024-11-27T00:01:56Z,96.0
2024-11-27T00:01:59Z,96.0
2024-11-27T00:02:02Z,96.0
2024-11-27T00:02:03Z,97.0
2024-11-27T00:02:05Z,96.0
2024-11-27T00:02:08Z,96.0
2024-11-27T00:02:09Z,96.0
2024-11-27T00:02:11Z,97.0
2024-11-27T00:02:13Z,98.0
2024-11-27T00:02:16Z,98.0
2024-11-27T00:02:19Z,97.0
2024-11-27T00:02:21Z,98.0
2024-11-27T00:02:24Z,98.0
2024-11-27T00:02:26Z,100.0
2024-11-27T00:02:29Z,100.0
2024-11-27T00:02:32Z,100.0
2024-11-27T00:02:35Z,100.0
2024-11-27T00:02:36Z,99.0
2024-11-27T00:02:38Z,100.0
2024-11-27T00:02:41Z,100.0
2024-11-27T00:02:42Z,101.0
2024-11-27T00:02:45Z,101.0
2024-11-27T00:02:48Z,101.0
2024-11-27T00:02:50Z,100.0
2024-11-27T00:02:53Z,100.0
2024-11-27T00:02:55Z,103.0
2024-11-27T00:02:58Z,103.0
2024-11-27T00:02:59Z,101.0
2024-11-27T00:03:01Z,99.0
2024-11-27T00:03:03Z,98.0
2024-11-27T00:03:05Z,96.0
2024-11-27T00:03:07Z,97.0
2024-11-27T00:03:10Z,97.0
2024-11-27T00:03:11Z,97.0
2024-11-27T00:03:13Z,96.0
2024-11-27T00:03:16Z,96.0
2024-11-27T00:03:19Z,96.0
2024-11-27T00:03:22Z,96.0
2024-11-27T00:03:25Z,96.0
2024-11-27T00:03:26Z,94.0
2024-11-27T00:03:28Z,93.0
2024-11-27T00:03:30Z,92.0
2024-11-27T00:03:33Z,92.0
2024-11-27T00:03:34Z,93.0
2024-11-27T00:03:36Z,94.0
2024-11-27T00:03:38Z,93.0
2024-11-27T00:03:41Z,94.0
2024-11-27T00:03:43Z,96.0
2024-11-27T00:03:45Z,98.0
2024-11-27T00:03:47Z,100.0
2024-11-27T00:03:50Z,100.0
2024-11-27T00:03:51Z,99.0
2024-11-27T00:03:53Z,100.0
2024-11-27T00:03:56Z,100.0
2024-11-27T00:03:59Z,97.0
2024-11-27T00:04:01Z,94.0
2024-11-27T00:04:02Z,93.0
2024-11-27T00:04:04Z,94.0
2024-11-27T00:04:06Z,95.0
2024-11-27T00:04:08Z,96.0
2024-11-27T00:04:10Z,97.0
2024-11-27T00:04:12Z,96.0
2024-11-27T00:04:15Z,96.0
2024-11-27T00:04:18Z,96.0
2024-11-27T00:04:21Z,96.0
2024-11-27T00:04:24Z,95.0
2024-11-27T00:04:27Z,96.0
2024-11-27T00:04:29Z,97.0
2024-11-27T00:04:32Z,97.0
2024-11-27T00:04:35Z,99.0
2024-11-27T00:04:37Z,100.0
2024-11-27T00:04:40Z,100.0
2024-11-27T00:04:41Z,100.0
2024-11-27T00:04:44Z,100.0
2024-11-27T00:04:45Z,99.0
2024-11-27T00:04:47Z,100.0
2024-11-27T00:04:49Z,101.0
2024-11-27T00:04:50Z,102.0
2024-11-27T00:04:52Z,103.0
2024-11-27T00:04:54Z,106.0
2024-11-27T00:04:56Z,105.0
