timestamp,latitude,longitude,altitude
2024-10-16T13:47:39Z,51.422088,-0.558092,-39.0
2024-10-16T13:48:18Z,51.422005,-0.558437,-26.3
2024-10-16T13:48:19Z,51.422033,-0.558396,-21.0835
2024-10-16T13:48:20Z,51.422035,-0.558393,-15.867
2024-10-16T13:48:21Z,51.42204,-0.558389,-10.6505
2024-10-16T13:48:22Z,51.422045,-0.558385,-5.434
2024-10-16T13:48:23Z,51.422051,-0.558382,-0.2175
2024-10-16T13:48:24Z,51.422052,-0.558335,4.999
2024-10-16T13:48:25Z,51.422066,-0.558387,19.94925
2024-10-16T13:48:26Z,51.422074,-0.558393,34.899499999999996
2024-10-16T13:48:27Z,51.422082,-0.5584,49.84975
2024-10-16T13:48:28Z,51.422085,-0.558405,64.8
2024-10-16T13:48:29Z,51.422099,-0.558416,51.86666666666667
2024-10-16T13:48:30Z,51.422108,-0.558424,38.93333333333334
2024-10-16T13:48:31Z,51.422152,-0.558427,26.0
2024-10-16T13:48:32Z,51.422121,-0.558442,11.567
2024-10-16T13:48:33Z,51.422125,-0.558451,-2.866
2024-10-16T13:48:34Z,51.42213,-0.558468,-17.299
2024-10-16T13:48:35Z,51.42212,-0.558473,-1.199
2024-10-16T13:48:36Z,51.422137,-0.558475,0.6579999999999999
2024-10-16T13:48:37Z,51.422142,-0.558483,2.5149999999999997
2024-10-16T13:48:38Z,51.422148,-0.55849,4.372
2024-10-16T13:48:39Z,51.422153,-0.558496,6.229
2024-10-16T13:48:40Z,51.422159,-0.558501,8.086
2024-10-16T13:48:41Z,51.422164,-0.558505,9.943
2024-10-16T13:48:42Z,51.42218,-0.558542,11.8
2024-10-16T13:48:43Z,51.422173,-0.558507,9.04
2024-10-16T13:48:44Z,51.422176,-0.558505,6.28
2024-10-16T13:48:45Z,51.422179,-0.558502,3.5199999999999996
2024-10-16T13:48:46Z,51.422181,-0.558498,0.7599999999999998
2024-10-16T13:48:47Z,51.42219,-0.5585,-2.0
2024-10-16T13:48:48Z,51.422167,-0.558487,-4.1
2024-10-16T13:48:49Z,51.422188,-0.558482,3.1333333333333337
2024-10-16T13:48:50Z,51.422192,-0.558477,10.366666666666667
2024-10-16T13:48:51Z,51.422196,-0.558473,17.6
2024-10-16T13:48:52Z,51.422201,-0.558469,24.833333333333336
2024-10-16T13:48:53Z,51.422205,-0.558466,32.06666666666666
2024-10-16T13:48:54Z,51.422218,-0.558437,39.3
2024-10-16T13:48:55Z,51.422235,-0.55846,34.599
2024-10-16T13:48:56Z,51.422217,-0.558462,31.165666666666663
2024-10-16T13:48:57Z,51.422219,-0.558462,27.732333333333333
2024-10-16T13:48:58Z,51.422237,-0.55846,24.299
2024-10-16T13:48:59Z,51.42222,-0.558461,24.188
2024-10-16T13:49:00Z,51.42222,-0.558461,24.077
2024-10-16T13:49:01Z,51.422219,-0.558461,23.966
2024-10-16T13:49:02Z,51.422219,-0.558461,23.855
2024-10-16T13:49:03Z,51.422218,-0.558462,23.744
2024-10-16T13:49:04Z,51.422217,-0.558463,23.633
2024-10-16T13:49:05Z,51.422217,-0.558465,23.522
2024-10-16T13:49:06Z,51.422217,-0.558467,23.411
2024-10-16T13:49:07Z,51.422195,-0.558445,23.3
2024-10-16T13:49:08Z,51.422221,-0.558476,24.3
2024-10-16T13:49:09Z,51.422225,-0.558482,25.3
2024-10-16T13:49:10Z,51.42223,-0.558468,26.3
2024-10-16T13:49:11Z,51.422232,-0.558498,30.566666666666663
2024-10-16T13:49:12Z,51.422236,-0.558507,34.833333333333336
2024-10-16T13:49:13Z,51.422235,-0.558547,39.1
2024-10-16T13:49:14Z,51.42225,-0.558542,38.1
2024-10-16T13:49:15Z,51.422255,-0.558538,36.5
2024-10-16T13:49:16Z,51.42226,-0.558533,35.3
2024-10-16T13:49:17Z,51.422273,-0.558528,34.8
2024-10-16T13:49:18Z,51.422255,-0.558541,46.625
2024-10-16T13:49:19Z,51.422256,-0.558547,58.45
2024-10-16T13:49:20Z,51.422255,-0.558552,70.27499999999999
2024-10-16T13:49:21Z,51.422277,-0.558557,82.1
2024-10-16T13:49:22Z,51.422255,-0.558565,65.099
2024-10-16T13:49:23Z,51.422245,-0.55857,57.039
2024-10-16T13:49:24Z,51.422241,-0.558575,48.979
2024-10-16T13:49:25Z,51.422237,-0.55858,40.919
2024-10-16T13:49:26Z,51.422234,-0.558583,32.859
2024-10-16T13:49:27Z,51.422208,-0.55862,24.799
2024-10-16T13:49:28Z,51.422232,-0.558583,26.63233333333333
2024-10-16T13:49:29Z,51.422233,-0.558579,28.465666666666667
2024-10-16T13:49:30Z,51.422208,-0.558598,30.299
2024-10-16T13:49:31Z,51.422213,-0.558578,33.299
2024-10-16T13:49:32Z,51.422223,-0.558573,36.8
2024-10-16T13:49:33Z,51.422247,-0.558547,38.8
2024-10-16T13:49:34Z,51.422277,-0.55851,41.099
2024-10-16T13:49:35Z,51.422297,-0.558513,42.099
2024-10-16T13:49:36Z,51.4223,-0.558505,39.599
2024-10-16T13:49:37Z,51.422308,-0.5585,37.599
2024-10-16T13:49:38Z,51.42231,-0.55851,37.3
2024-10-16T13:49:39Z,51.422323,-0.558507,37.3
2024-10-16T13:49:40Z,51.422333,-0.558492,37.0
2024-10-16T13:49:41Z,51.422338,-0.558465,36.8
2024-10-16T13:49:42Z,51.422352,-0.55846,37.5
2024-10-16T13:49:43Z,51.422348,-0.55848,29.5
2024-10-16T13:49:44Z,51.422353,-0.55848,21.5
2024-10-16T13:49:45Z,51.422358,-0.558481,13.5
2024-10-16T13:49:46Z,51.422378,-0.558473,5.5
2024-10-16T13:49:47Z,51.422361,-0.558485,29.5
2024-10-16T13:49:48Z,51.422361,-0.558487,53.5
2024-10-16T13:49:49Z,51.422378,-0.558515,77.5
2024-10-16T13:49:50Z,51.422357,-0.558489,65.6
2024-10-16T13:49:51Z,51.422354,-0.558487,53.7
2024-10-16T13:49:52Z,51.42235,-0.558495,41.8
2024-10-16T13:49:53Z,51.42235,-0.558488,47.099
2024-10-16T13:49:54Z,51.422347,-0.558478,47.8
2024-10-16T13:49:55Z,51.42235,-0.558473,49.099
2024-10-16T13:49:56Z,51.42235,-0.558463,50.999
2024-10-16T13:49:57Z,51.422328,-0.558471,48.83233333333334
2024-10-16T13:49:58Z,51.42232,-0.55847,46.66566666666667
2024-10-16T13:49:59Z,51.422342,-0.55845,44.499
2024-10-16T13:50:00Z,51.42232,-0.558453,50.1
2024-10-16T13:50:01Z,51.422297,-0.558447,52.1
2024-10-16T13:50:02Z,51.422273,-0.558479,53.93333333333334
2024-10-16T13:50:03Z,51.42226,-0.558486,55.766666666666666
2024-10-16T13:50:04Z,51.42224,-0.558445,57.6
2024-10-16T13:50:05Z,51.422213,-0.558492,49.3
2024-10-16T13:50:06Z,51.422205,-0.558497,46.099
2024-10-16T13:50:07Z,51.42221,-0.558549,47.2392
2024-10-16T13:50:08Z,51.422201,-0.55857,48.3794
2024-10-16T13:50:09Z,51.422193,-0.558593,49.5196
2024-10-16T13:50:10Z,51.422185,-0.558616,50.6598
2024-10-16T13:50:11Z,51.422167,-0.558653,51.8
2024-10-16T13:50:12Z,51.422172,-0.558659,51.89966666666666
2024-10-16T13:50:13Z,51.422167,-0.558679,51.99933333333333
2024-10-16T13:50:14Z,51.422157,-0.558718,52.099
2024-10-16T13:50:15Z,51.422153,-0.558732,51.3
2024-10-16T13:50:16Z,51.422153,-0.55874,52.3
2024-10-16T13:50:17Z,51.422148,-0.558746,49.8598
2024-10-16T13:50:18Z,51.422144,-0.558761,47.4196
2024-10-16T13:50:19Z,51.422139,-0.558775,44.9794
2024-10-16T13:50:20Z,51.422136,-0.558789,42.539199999999994
2024-10-16T13:50:21Z,51.42212,-0.55881,40.099
2024-10-16T13:50:22Z,51.422117,-0.558815,45.599
2024-10-16T13:50:23Z,51.422115,-0.558832,47.499
2024-10-16T13:50:24Z,51.422108,-0.558837,49.099
2024-10-16T13:50:25Z,51.422129,-0.558855,46.33266666666666
2024-10-16T13:50:26Z,51.42213,-0.558869,43.56633333333333
2024-10-16T13:50:27Z,51.42212,-0.55888,40.8
2024-10-16T13:50:28Z,51.422135,-0.558893,45.099
2024-10-16T13:50:29Z,51.422138,-0.558907,43.3
2024-10-16T13:50:30Z,51.422145,-0.558925,37.15
2024-10-16T13:50:31Z,51.422145,-0.558953,31.0
2024-10-16T13:50:32Z,51.422153,-0.558985,65.3
2024-10-16T13:50:33Z,51.422158,-0.559013,35.6
2024-10-16T13:50:34Z,51.422162,-0.559027,24.6
2024-10-16T13:50:35Z,51.422158,-0.559017,35.1
2024-10-16T13:50:36Z,51.422162,-0.559008,34.6
2024-10-16T13:50:37Z,51.422181,-0.558973,32.1
2024-10-16T13:50:38Z,51.422177,-0.558952,29.6
2024-10-16T13:50:39Z,51.422208,-0.558948,37.8
2024-10-16T13:50:40Z,51.422204,-0.558971,36.13333333333333
2024-10-16T13:50:41Z,51.422211,-0.558973,34.46666666666666
2024-10-16T13:50:42Z,51.422237,-0.558962,32.8
2024-10-16T13:50:43Z,51.422237,-0.558975,34.0
2024-10-16T13:50:44Z,51.422224,-0.558984,34.0
2024-10-16T13:50:45Z,51.422226,-0.558988,34.0
2024-10-16T13:50:46Z,51.422228,-0.558991,34.0
2024-10-16T13:50:47Z,51.42223,-0.558994,34.0
2024-10-16T13:50:48Z,51.422231,-0.558996,34.0
