timestamp,heart rate zone,total minutes
2024-10-16T15:08:00Z,cardio,2
2024-10-16T15:09:00Z,cardio,2
2024-10-16T15:10:00Z,cardio,2
2024-10-16T15:11:00Z,peak,2
2024-10-16T15:12:00Z,cardio,2
2024-10-16T15:13:00Z,peak,2
2024-10-16T15:14:00Z,cardio,2
2024-10-16T15:15:00Z,cardio,2
2024-10-16T15:16:00Z,cardio,2
2024-10-16T15:17:00Z,cardio,2
2024-10-16T15:18:00Z,cardio,2
2024-10-16T15:19:00Z,cardio,2
2024-10-16T15:20:00Z,cardio,2
2024-10-16T15:21:00Z,peak,2
2024-10-16T15:22:00Z,cardio,2
2024-10-16T15:23:00Z,cardio,2
2024-10-16T15:24:00Z,cardio,2
2024-10-16T15:25:00Z,fat burn,1
2024-10-16T15:26:00Z,fat burn,1
2024-10-16T15:27:00Z,fat burn,1
2024-10-16T15:28:00Z,fat burn,1
2024-10-16T15:29:00Z,fat burn,1
2024-10-16T15:30:00Z,fat burn,1
2024-10-16T15:31:00Z,fat burn,1
2024-10-16T15:32:00Z,fat burn,1
2024-10-16T15:33:00Z,fat burn,1
2024-10-16T15:34:00Z,cardio,2
2024-10-16T15:35:00Z,cardio,2
2024-10-16T15:36:00Z,fat burn,1
2024-10-16T15:37:00Z,cardio,2
2024-10-16T15:38:00Z,fat burn,1
2024-10-16T15:39:00Z,fat burn,1
2024-10-16T15:40:00Z,fat burn,1
2024-10-16T15:41:00Z,fat burn,1
2024-10-16T15:42:00Z,fat burn,1
2024-10-16T15:43:00Z,fat burn,1
2024-10-16T15:44:00Z,fat burn,1
2024-10-16T15:45:00Z,fat burn,1
2024-10-16T15:46:00Z,fat burn,1
2024-10-16T15:47:00Z,fat burn,1
2024-10-16T15:48:00Z,fat burn,1
2024-10-16T15:49:00Z,fat burn,1
2024-10-16T15:50:00Z,fat burn,1
2024-10-16T16:45:00Z,fat burn,1
2024-10-16T16:46:00Z,fat burn,1
2024-10-16T16:59:00Z,fat burn,1
2024-10-16T17:00:00Z,fat burn,1
2024-10-16T17:01:00Z,fat burn,1
2024-10-16T17:02:00Z,cardio,2
2024-10-16T17:03:00Z,fat burn,1
2024-10-16T17:04:00Z,fat burn,1
2024-10-16T17:05:00Z,fat burn,1
2024-10-16T17:06:00Z,fat burn,1
2024-10-16T17:18:00Z,fat burn,1
2024-10-16T17:19:00Z,fat burn,1
2024-10-16T17:24:00Z,fat burn,1
2024-10-16T17:26:00Z,fat burn,1
2024-10-16T17:27:00Z,fat burn,1
2024-10-16T17:28:00Z,fat burn,1
2024-10-16T17:29:00Z,fat burn,1
2024-10-16T17:30:00Z,fat burn,1
2024-10-16T17:31:00Z,fat burn,1
2024-10-16T17:32:00Z,fat burn,1
2024-10-16T17:33:00Z,fat burn,1
2024-10-16T17:34:00Z,fat burn,1
2024-10-16T17:35:00Z,fat burn,1
2024-10-16T17:36:00Z,fat burn,1
2024-10-16T17:37:00Z,fat burn,1
2024-10-16T17:38:00Z,fat burn,1
2024-10-16T17:39:00Z,fat burn,1
2024-10-16T17:40:00Z,fat burn,1
2024-10-16T17:41:00Z,fat burn,1
2024-10-16T17:42:00Z,fat burn,1
2024-10-16T17:43:00Z,fat burn,1
2024-10-16T17:45:00Z,fat burn,1
2024-10-16T17:46:00Z,fat burn,1
2024-10-16T17:48:00Z,fat burn,1
2024-10-16T17:51:00Z,fat burn,1
2024-10-16T17:52:00Z,fat burn,1
2024-10-16T17:54:00Z,fat burn,1
2024-10-16T18:01:00Z,fat burn,1
2024-10-16T18:02:00Z,fat burn,1
2024-10-16T18:03:00Z,fat burn,1
2024-10-16T18:04:00Z,fat burn,1
2024-10-16T18:05:00Z,fat burn,1
2024-10-16T18:06:00Z,fat burn,1
2024-10-16T18:07:00Z,fat burn,1
2024-10-16T18:08:00Z,fat burn,1
2024-10-16T18:09:00Z,fat burn,1
2024-10-16T18:10:00Z,fat burn,1
2024-10-16T18:11:00Z,fat burn,1
2024-10-16T18:12:00Z,fat burn,1
2024-10-16T18:13:00Z,fat burn,1
2024-10-16T18:14:00Z,fat burn,1
2024-10-16T18:15:00Z,fat burn,1
2024-10-16T18:16:00Z,fat burn,1
2024-10-16T18:17:00Z,fat burn,1
2024-10-16T18:18:00Z,fat burn,1
2024-10-16T18:19:00Z,fat burn,1
2024-10-16T18:21:00Z,fat burn,1
2024-10-16T18:23:00Z,fat burn,1
2024-10-16T18:25:00Z,fat burn,1
2024-10-16T18:26:00Z,fat burn,1
2024-10-16T18:27:00Z,fat burn,1
2024-10-16T18:28:00Z,fat burn,1
2024-10-16T18:29:00Z,fat burn,1
2024-10-16T18:30:00Z,fat burn,1
2024-10-16T18:31:00Z,fat burn,1
2024-10-16T18:34:00Z,fat burn,1
2024-10-16T18:35:00Z,fat burn,1
2024-10-16T18:38:00Z,fat burn,1
2024-10-16T18:42:00Z,fat burn,1
2024-10-16T18:45:00Z,fat burn,1
2024-10-16T18:46:00Z,fat burn,1
2024-10-16T18:47:00Z,fat burn,1
2024-10-16T18:48:00Z,fat burn,1
2024-10-16T18:49:00Z,fat burn,1
2024-10-16T18:50:00Z,fat burn,1
2024-10-16T18:51:00Z,fat burn,1
2024-10-16T18:52:00Z,fat burn,1
2024-10-16T18:53:00Z,fat burn,1
2024-10-16T18:54:00Z,fat burn,1
2024-10-16T19:10:00Z,fat burn,1
2024-10-16T19:12:00Z,fat burn,1
2024-10-16T19:15:00Z,fat burn,1
2024-10-16T19:16:00Z,fat burn,1
2024-10-16T19:17:00Z,fat burn,1
2024-10-16T19:18:00Z,fat burn,1
2024-10-16T19:19:00Z,fat burn,1
2024-10-16T19:20:00Z,fat burn,1
2024-10-16T19:22:00Z,fat burn,1
2024-10-16T19:23:00Z,fat burn,1
2024-10-16T19:24:00Z,fat burn,1
2024-10-16T19:25:00Z,fat burn,1
2024-10-16T20:51:00Z,fat burn,1
2024-10-16T20:52:00Z,fat burn,1
2024-10-16T20:53:00Z,fat burn,1
2024-10-16T20:54:00Z,fat burn,1
2024-10-16T21:00:00Z,fat burn,1
2024-10-16T21:01:00Z,fat burn,1
2024-10-16T21:02:00Z,fat burn,1
2024-10-16T21:21:00Z,fat burn,1
2024-10-16T22:54:00Z,fat burn,1
2024-10-16T23:18:00Z,fat burn,1
