timestamp,beats per minute
2024-10-16T09:26:50Z,117.0
2024-10-16T09:26:52Z,116.0
2024-10-16T09:26:55Z,116.0
2024-10-16T09:26:56Z,116.0
2024-10-16T09:26:58Z,117.0
2024-10-16T09:27:00Z,114.0
2024-10-16T09:27:02Z,116.0
2024-10-16T09:27:05Z,113.0
2024-10-16T09:27:08Z,113.0
2024-10-16T09:27:09Z,111.0
2024-10-16T09:27:11Z,113.0
2024-10-16T09:27:13Z,110.0
2024-10-16T09:27:15Z,105.0
2024-10-16T09:27:17Z,102.0
2024-10-16T09:27:19Z,98.0
2024-10-16T09:27:21Z,96.0
2024-10-16T09:27:23Z,95.0
2024-10-16T09:27:25Z,94.0
2024-10-16T09:27:26Z,95.0
2024-10-16T09:27:28Z,97.0
2024-10-16T09:27:30Z,98.0
2024-10-16T09:27:33Z,98.0
2024-10-16T09:27:34Z,97.0
2024-10-16T09:27:37Z,97.0
2024-10-16T09:27:38Z,96.0
2024-10-16T09:27:41Z,96.0
2024-10-16T09:27:44Z,99.0
2024-10-16T09:27:46Z,102.0
2024-10-16T09:27:48Z,103.0
2024-10-16T09:27:50Z,100.0
2024-10-16T09:27:51Z,94.0
2024-10-16T09:27:53Z,92.0
2024-10-16T09:27:55Z,93.0
2024-10-16T09:27:57Z,95.0
2024-10-16T09:27:59Z,97.0
2024-10-16T09:28:01Z,98.0
2024-10-16T09:28:03Z,99.0
2024-10-16T09:28:05Z,100.0
2024-10-16T09:28:07Z,101.0
2024-10-16T09:28:09Z,99.0
2024-10-16T09:28:11Z,97.0
2024-10-16T09:28:13Z,99.0
2024-10-16T09:28:14Z,98.0
2024-10-16T09:28:16Z,99.0
2024-10-16T09:28:18Z,102.0
2024-10-16T09:28:21Z,102.0
2024-10-16T09:28:22Z,99.0
2024-10-16T09:28:25Z,99.0
2024-10-16T09:28:26Z,100.0
2024-10-16T09:28:28Z,101.0
2024-10-16T09:28:30Z,102.0
2024-10-16T09:28:32Z,103.0
2024-10-16T09:28:35Z,103.0
2024-10-16T09:28:36Z,106.0
2024-10-16T09:28:38Z,106.0
2024-10-16T09:28:39Z,107.0
2024-10-16T09:28:41Z,108.0
2024-10-16T09:28:44Z,108.0
2024-10-16T09:28:45Z,107.0
2024-10-16T09:28:47Z,106.0
2024-10-16T09:28:49Z,104.0
2024-10-16T09:28:51Z,105.0
2024-10-16T09:28:54Z,105.0
2024-10-16T09:28:57Z,105.0
2024-10-16T09:28:59Z,106.0
2024-10-16T09:29:01Z,105.0
2024-10-16T09:29:02Z,104.0
2024-10-16T09:29:04Z,100.0
2024-10-16T09:29:06Z,98.0
2024-10-16T09:29:08Z,100.0
2024-10-16T09:29:10Z,102.0
2024-10-16T09:29:12Z,104.0
2024-10-16T09:29:14Z,103.0
2024-10-16T09:29:16Z,101.0
2024-10-16T09:29:18Z,99.0
2024-10-16T09:29:20Z,98.0
2024-10-16T09:29:22Z,99.0
2024-10-16T09:29:24Z,98.0
2024-10-16T09:29:26Z,97.0
2024-10-16T09:29:29Z,100.0
2024-10-16T09:29:32Z,100.0
2024-10-16T09:29:33Z,98.0
2024-10-16T09:29:35Z,94.0
2024-10-16T09:29:37Z,92.0
2024-10-16T09:29:40Z,92.0
2024-10-16T09:29:41Z,93.0
2024-10-16T09:29:43Z,94.0
2024-10-16T09:29:45Z,92.0
2024-10-16T09:29:47Z,91.0
2024-10-16T09:29:49Z,89.0
2024-10-16T09:29:50Z,90.0
2024-10-16T09:29:52Z,95.0
2024-10-16T09:29:54Z,97.0
2024-10-16T09:29:56Z,95.0
2024-10-16T09:29:58Z,94.0
2024-10-16T09:30:00Z,93.0
2024-10-16T09:30:02Z,92.0
2024-10-16T09:30:05Z,92.0
2024-10-16T09:30:08Z,93.0
2024-10-16T09:30:10Z,94.0
2024-10-16T09:30:12Z,95.0
2024-10-16T09:30:14Z,96.0
2024-10-16T09:30:15Z,94.0
2024-10-16T09:30:17Z,90.0
2024-10-16T09:30:19Z,89.0
2024-10-16T09:30:21Z,90.0
2024-10-16T09:30:23Z,92.0
2024-10-16T09:30:25Z,93.0
2024-10-16T09:30:27Z,92.0
2024-10-16T09:30:29Z,91.0
2024-10-16T09:30:32Z,91.0
2024-10-16T09:30:35Z,91.0
2024-10-16T09:30:37Z,90.0
2024-10-16T09:30:38Z,91.0
2024-10-16T09:30:40Z,92.0
2024-10-16T09:30:42Z,94.0
2024-10-16T09:30:44Z,93.0
2024-10-16T09:30:46Z,95.0
2024-10-16T09:30:48Z,97.0
2024-10-16T09:30:51Z,97.0
2024-10-16T09:30:52Z,98.0
2024-10-16T09:30:54Z,93.0
2024-10-16T09:30:56Z,90.0
2024-10-16T09:30:58Z,91.0
2024-10-16T09:31:01Z,91.0
2024-10-16T09:31:04Z,91.0
2024-10-16T09:31:07Z,91.0
2024-10-16T09:31:08Z,90.0
2024-10-16T09:31:11Z,90.0
2024-10-16T09:31:13Z,86.0
2024-10-16T09:31:15Z,84.0
2024-10-16T09:31:17Z,82.0
2024-10-16T09:31:19Z,83.0
