timestamp,distance
2024-10-16T07:58:00Z,12.75
2024-10-16T08:22:00Z,43.62
2024-10-16T09:03:00Z,220.83
2024-10-16T09:15:00Z,152.42
2024-10-16T09:26:00Z,19.6
2024-10-16T09:27:00Z,35.0
2024-10-16T09:28:00Z,62.3
2024-10-16T09:29:00Z,11.2
2024-10-16T09:30:00Z,32.2
2024-10-16T09:31:00Z,17.5
2024-10-16T09:32:00Z,32.9
2024-10-16T09:33:00Z,3.5
2024-10-16T09:34:00Z,4.2
2024-10-16T09:35:00Z,6.2
2024-10-16T09:48:00Z,24.5
2024-10-16T09:49:00Z,8.4
2024-10-16T09:56:00Z,4.2
2024-10-16T09:57:00Z,18.9
2024-10-16T09:58:00Z,10.5
2024-10-16T10:00:00Z,14.0
2024-10-16T10:03:00Z,50.4
2024-10-16T10:04:00Z,9.8
2024-10-16T10:31:00Z,4.8
2024-10-16T11:09:00Z,9.1
2024-10-16T11:21:00Z,7.0
2024-10-16T11:23:00Z,27.2
2024-10-16T11:24:00Z,5.6
2024-10-16T11:26:00Z,17.5
2024-10-16T11:27:00Z,10.5
2024-10-16T11:28:00Z,24.5
2024-10-16T11:29:00Z,11.2
2024-10-16T11:30:00Z,31.5
2024-10-16T11:31:00Z,49.7
2024-10-16T11:32:00Z,27.3
2024-10-16T11:33:00Z,15.3
2024-10-16T11:34:00Z,33.6
2024-10-16T11:35:00Z,4.8
2024-10-16T11:36:00Z,17.5
2024-10-16T11:37:00Z,4.2
2024-10-16T11:38:00Z,10.5
2024-10-16T11:39:00Z,4.9
2024-10-16T11:40:00Z,46.9
2024-10-16T11:41:00Z,36.4
2024-10-16T11:42:00Z,11.1
2024-10-16T11:43:00Z,11.2
2024-10-16T11:44:00Z,6.3
2024-10-16T11:45:00Z,16.1
2024-10-16T11:46:00Z,4.1
2024-10-16T11:49:00Z,16.1
2024-10-16T11:50:00Z,7.0
2024-10-16T11:56:00Z,4.8
2024-10-16T12:03:00Z,14.7
2024-10-16T12:04:00Z,43.4
2024-10-16T12:06:00Z,4.2
2024-10-16T12:08:00Z,6.3
2024-10-16T12:09:00Z,27.3
2024-10-16T12:10:00Z,50.4
2024-10-16T12:13:00Z,37.8
2024-10-16T12:14:00Z,31.5
2024-10-16T12:15:00Z,2.7
2024-10-16T12:17:00Z,11.9
2024-10-16T12:18:00Z,21.7
2024-10-16T12:19:00Z,30.1
2024-10-16T12:20:00Z,20.3
2024-10-16T12:22:00Z,35.7
2024-10-16T12:23:00Z,2.1
2024-10-16T12:24:00Z,29.4
2024-10-16T12:25:00Z,14.6
2024-10-16T12:26:00Z,14.7
2024-10-16T12:43:00Z,10.5
2024-10-16T12:44:00Z,29.4
2024-10-16T12:45:00Z,70.7
2024-10-16T12:46:00Z,28.0
2024-10-16T12:48:00Z,11.8
2024-10-16T12:49:00Z,51.8
2024-10-16T12:50:00Z,18.2
2024-10-16T12:51:00Z,4.2
2024-10-16T13:03:00Z,7.6
2024-10-16T13:13:00Z,3.5
2024-10-16T13:25:00Z,6.3
2024-10-16T13:27:00Z,2.7
2024-10-16T13:28:00Z,0.7
2024-10-16T13:30:00Z,11.1
2024-10-16T13:31:00Z,77.6
2024-10-16T13:32:00Z,59.9
2024-10-16T13:33:00Z,14.7
2024-10-16T13:34:00Z,4.2
2024-10-16T13:35:00Z,12.0
2024-10-16T13:36:00Z,16.0
2024-10-16T13:37:00Z,35.6
2024-10-16T13:38:00Z,69.2
2024-10-16T13:39:00Z,71.3
2024-10-16T13:40:00Z,66.0
2024-10-16T13:41:00Z,175.6
2024-10-16T13:42:00Z,97.9
2024-10-16T13:43:00Z,71.3
2024-10-16T13:44:00Z,64.7
2024-10-16T13:45:00Z,73.4
2024-10-16T13:46:00Z,40.3
2024-10-16T13:47:00Z,71.2
2024-10-16T13:48:00Z,76.8
2024-10-16T13:49:00Z,71.5
2024-10-16T13:50:00Z,80.1
2024-10-16T13:51:00Z,18.3
2024-10-16T13:53:00Z,25.8
2024-10-16T13:55:00Z,49.3
2024-10-16T13:56:00Z,58.1
2024-10-16T13:57:00Z,79.8
2024-10-16T13:58:00Z,66.3
2024-10-16T13:59:00Z,53.0
2024-10-16T14:00:00Z,89.8
2024-10-16T14:01:00Z,81.2
2024-10-16T14:02:00Z,121.8
2024-10-16T14:03:00Z,119.8
2024-10-16T14:04:00Z,21.2
2024-10-16T14:05:00Z,15.0
2024-10-16T14:08:00Z,32.8
2024-10-16T14:09:00Z,64.0
2024-10-16T14:10:00Z,110.4
2024-10-16T14:11:00Z,124.7
2024-10-16T14:12:00Z,115.7
2024-10-16T14:13:00Z,102.1
2024-10-16T14:14:00Z,103.1
2024-10-16T14:15:00Z,150.0
2024-10-16T14:16:00Z,82.6
2024-10-16T14:17:00Z,104.5
2024-10-16T14:18:00Z,97.6
2024-10-16T14:19:00Z,67.8
2024-10-16T14:23:00Z,78.2
2024-10-16T14:24:00Z,87.6
2024-10-16T14:25:00Z,91.7
2024-10-16T14:26:00Z,94.3
2024-10-16T14:27:00Z,46.4
2024-10-16T14:28:00Z,10.6
2024-10-16T14:30:00Z,84.4
2024-10-16T14:31:00Z,95.2
2024-10-16T14:32:00Z,87.3
2024-10-16T14:33:00Z,120.4
2024-10-16T14:34:00Z,104.8
2024-10-16T14:35:00Z,90.9
2024-10-16T14:36:00Z,80.9
2024-10-16T14:38:00Z,15.0
2024-10-16T14:39:00Z,97.3
2024-10-16T14:40:00Z,20.5
2024-10-16T14:41:00Z,5.9
2024-10-16T14:43:00Z,33.0
2024-10-16T14:44:00Z,64.4
2024-10-16T14:45:00Z,66.4
2024-10-16T14:46:00Z,95.2
2024-10-16T14:47:00Z,89.8
2024-10-16T14:48:00Z,110.4
2024-10-16T14:49:00Z,83.8
2024-10-16T14:50:00Z,105.6
2024-10-16T14:51:00Z,86.5
2024-10-16T14:52:00Z,77.9
2024-10-16T14:53:00Z,83.9
2024-10-16T14:54:00Z,143.6
2024-10-16T14:55:00Z,87.0
2024-10-16T14:56:00Z,72.9
2024-10-16T14:57:00Z,89.8
2024-10-16T14:58:00Z,101.8
2024-10-16T14:59:00Z,98.7
2024-10-16T15:00:00Z,81.1
2024-10-16T15:01:00Z,79.6
2024-10-16T15:02:00Z,82.0
2024-10-16T15:03:00Z,94.0
2024-10-16T15:04:00Z,122.1
2024-10-16T15:05:00Z,109.1
2024-10-16T15:06:00Z,77.9
2024-10-16T15:07:00Z,92.5
2024-10-16T15:08:00Z,78.4
2024-10-16T15:09:00Z,76.4
2024-10-16T15:10:00Z,96.8
2024-10-16T15:11:00Z,102.0
2024-10-16T15:12:00Z,84.8
2024-10-16T15:13:00Z,71.9
2024-10-16T15:14:00Z,68.7
2024-10-16T15:15:00Z,89.3
2024-10-16T15:16:00Z,74.9
2024-10-16T15:17:00Z,63.2
2024-10-16T15:18:00Z,82.3
2024-10-16T15:19:00Z,87.9
2024-10-16T15:20:00Z,63.7
2024-10-16T15:21:00Z,68.5
2024-10-16T15:22:00Z,82.7
2024-10-16T15:23:00Z,13.5
2024-10-16T15:24:00Z,12.3
2024-10-16T15:25:00Z,72.8
2024-10-16T15:26:00Z,83.5
2024-10-16T15:27:00Z,74.5
2024-10-16T15:28:00Z,22.5
2024-10-16T15:29:00Z,12.0
2024-10-16T15:30:00Z,26.3
2024-10-16T15:31:00Z,10.5
