timestamp,steps
2024-10-16T07:58:00Z,19
2024-10-16T08:22:00Z,65
2024-10-16T09:03:00Z,255
2024-10-16T09:15:00Z,176
2024-10-16T09:26:00Z,28
2024-10-16T09:27:00Z,50
2024-10-16T09:28:00Z,89
2024-10-16T09:29:00Z,16
2024-10-16T09:30:00Z,46
2024-10-16T09:31:00Z,25
2024-10-16T09:32:00Z,47
2024-10-16T09:33:00Z,5
2024-10-16T09:34:00Z,6
2024-10-16T09:35:00Z,9
2024-10-16T09:48:00Z,35
2024-10-16T09:49:00Z,12
2024-10-16T09:56:00Z,6
2024-10-16T09:57:00Z,27
2024-10-16T09:58:00Z,15
2024-10-16T10:00:00Z,20
2024-10-16T10:03:00Z,72
2024-10-16T10:04:00Z,14
2024-10-16T10:31:00Z,7
2024-10-16T11:09:00Z,13
2024-10-16T11:21:00Z,10
2024-10-16T11:23:00Z,39
2024-10-16T11:24:00Z,8
2024-10-16T11:26:00Z,25
2024-10-16T11:27:00Z,15
2024-10-16T11:28:00Z,35
2024-10-16T11:29:00Z,16
2024-10-16T11:30:00Z,45
2024-10-16T11:31:00Z,71
2024-10-16T11:32:00Z,39
2024-10-16T11:33:00Z,22
2024-10-16T11:34:00Z,48
2024-10-16T11:35:00Z,7
2024-10-16T11:36:00Z,25
2024-10-16T11:37:00Z,6
2024-10-16T11:38:00Z,15
2024-10-16T11:39:00Z,7
2024-10-16T11:40:00Z,67
2024-10-16T11:41:00Z,52
2024-10-16T11:42:00Z,16
2024-10-16T11:43:00Z,16
2024-10-16T11:44:00Z,9
2024-10-16T11:45:00Z,23
2024-10-16T11:46:00Z,6
2024-10-16T11:49:00Z,23
2024-10-16T11:50:00Z,10
2024-10-16T11:56:00Z,7
2024-10-16T12:03:00Z,21
2024-10-16T12:04:00Z,62
2024-10-16T12:06:00Z,6
2024-10-16T12:08:00Z,9
2024-10-16T12:09:00Z,39
2024-10-16T12:10:00Z,72
2024-10-16T12:13:00Z,54
2024-10-16T12:14:00Z,45
2024-10-16T12:15:00Z,4
2024-10-16T12:17:00Z,17
2024-10-16T12:18:00Z,31
2024-10-16T12:19:00Z,43
2024-10-16T12:20:00Z,29
2024-10-16T12:22:00Z,51
2024-10-16T12:23:00Z,3
2024-10-16T12:24:00Z,42
2024-10-16T12:25:00Z,21
2024-10-16T12:26:00Z,21
2024-10-16T12:43:00Z,15
2024-10-16T12:44:00Z,42
2024-10-16T12:45:00Z,101
2024-10-16T12:46:00Z,40
2024-10-16T12:48:00Z,17
2024-10-16T12:49:00Z,74
2024-10-16T12:50:00Z,26
2024-10-16T12:51:00Z,6
2024-10-16T13:03:00Z,11
2024-10-16T13:13:00Z,5
2024-10-16T13:25:00Z,9
2024-10-16T13:27:00Z,4
2024-10-16T13:28:00Z,1
2024-10-16T13:30:00Z,16
2024-10-16T13:31:00Z,111
2024-10-16T13:32:00Z,92
2024-10-16T13:33:00Z,44
2024-10-16T13:34:00Z,24
2024-10-16T13:35:00Z,26
2024-10-16T13:36:00Z,51
2024-10-16T13:37:00Z,74
2024-10-16T13:38:00Z,99
2024-10-16T13:39:00Z,102
2024-10-16T13:40:00Z,110
2024-10-16T13:41:00Z,151
2024-10-16T13:42:00Z,116
2024-10-16T13:43:00Z,107
2024-10-16T13:44:00Z,98
2024-10-16T13:45:00Z,112
2024-10-16T13:46:00Z,68
2024-10-16T13:47:00Z,101
2024-10-16T13:48:00Z,104
2024-10-16T13:49:00Z,107
2024-10-16T13:50:00Z,100
2024-10-16T13:51:00Z,45
2024-10-16T13:53:00Z,44
2024-10-16T13:55:00Z,61
2024-10-16T13:56:00Z,74
2024-10-16T13:57:00Z,109
2024-10-16T13:58:00Z,67
2024-10-16T13:59:00Z,30
2024-10-16T14:00:00Z,95
2024-10-16T14:01:00Z,100
2024-10-16T14:02:00Z,118
2024-10-16T14:03:00Z,124
2024-10-16T14:04:00Z,16
2024-10-16T14:05:00Z,7
2024-10-16T14:08:00Z,42
2024-10-16T14:09:00Z,82
2024-10-16T14:10:00Z,122
2024-10-16T14:11:00Z,122
2024-10-16T14:12:00Z,121
2024-10-16T14:13:00Z,114
2024-10-16T14:14:00Z,110
2024-10-16T14:15:00Z,120
2024-10-16T14:16:00Z,105
2024-10-16T14:17:00Z,107
2024-10-16T14:18:00Z,124
2024-10-16T14:19:00Z,60
2024-10-16T14:23:00Z,107
2024-10-16T14:24:00Z,107
2024-10-16T14:25:00Z,110
2024-10-16T14:26:00Z,105
2024-10-16T14:27:00Z,44
2024-10-16T14:28:00Z,14
2024-10-16T14:30:00Z,99
2024-10-16T14:31:00Z,107
2024-10-16T14:32:00Z,108
2024-10-16T14:33:00Z,106
2024-10-16T14:34:00Z,108
2024-10-16T14:35:00Z,93
2024-10-16T14:36:00Z,55
2024-10-16T14:38:00Z,11
2024-10-16T14:39:00Z,94
2024-10-16T14:40:00Z,26
2024-10-16T14:41:00Z,14
2024-10-16T14:43:00Z,53
2024-10-16T14:44:00Z,77
2024-10-16T14:45:00Z,92
2024-10-16T14:46:00Z,121
2024-10-16T14:47:00Z,105
2024-10-16T14:48:00Z,117
2024-10-16T14:49:00Z,105
2024-10-16T14:50:00Z,118
2024-10-16T14:51:00Z,110
2024-10-16T14:52:00Z,116
2024-10-16T14:53:00Z,97
2024-10-16T14:54:00Z,104
2024-10-16T14:55:00Z,109
2024-10-16T14:56:00Z,101
2024-10-16T14:57:00Z,108
2024-10-16T14:58:00Z,103
2024-10-16T14:59:00Z,106
2024-10-16T15:00:00Z,95
2024-10-16T15:01:00Z,95
2024-10-16T15:02:00Z,102
2024-10-16T15:03:00Z,112
2024-10-16T15:04:00Z,117
2024-10-16T15:05:00Z,120
2024-10-16T15:06:00Z,104
2024-10-16T15:07:00Z,109
2024-10-16T15:08:00Z,102
2024-10-16T15:09:00Z,78
2024-10-16T15:10:00Z,105
2024-10-16T15:11:00Z,101
2024-10-16T15:12:00Z,119
2024-10-16T15:13:00Z,89
2024-10-16T15:14:00Z,98
2024-10-16T15:15:00Z,104
2024-10-16T15:16:00Z,74
2024-10-16T15:17:00Z,83
2024-10-16T15:18:00Z,97
2024-10-16T15:19:00Z,108
2024-10-16T15:20:00Z,91
2024-10-16T15:21:00Z,78
2024-10-16T15:22:00Z,92
2024-10-16T15:23:00Z,27
2024-10-16T15:24:00Z,30
2024-10-16T15:25:00Z,104
2024-10-16T15:26:00Z,106
2024-10-16T15:27:00Z,85
2024-10-16T15:28:00Z,48
2024-10-16T15:29:00Z,22
2024-10-16T15:30:00Z,51
2024-10-16T15:31:00Z,25
2024-10-16T15:32:00Z,39
2024-10-16T15:33:00Z,33
2024-10-16T15:34:00Z,48
2024-10-16T15:35:00Z,71
2024-10-16T15:36:00Z,39
2024-10-16T15:37:00Z,52
2024-10-16T15:38:00Z,37
2024-10-16T15:39:00Z,43
2024-10-16T15:40:00Z,21
2024-10-16T15:41:00Z,45
2024-10-16T15:42:00Z,27
2024-10-16T15:43:00Z,23
2024-10-16T15:44:00Z,30
2024-10-16T15:45:00Z,106
2024-10-16T15:46:00Z,61
2024-10-16T15:47:00Z,45
2024-10-16T15:48:00Z,23
2024-10-16T15:49:00Z,12
2024-10-16T15:51:00Z,8
2024-10-16T15:52:00Z,12
2024-10-16T15:57:00Z,9
2024-10-16T15:59:00Z,8
2024-10-16T16:03:00Z,14
2024-10-16T16:04:00Z,1
2024-10-16T16:18:00Z,18
2024-10-16T16:19:00Z,8
2024-10-16T16:20:00Z,10
2024-10-16T16:41:00Z,25
2024-10-16T16:42:00Z,9
2024-10-16T16:43:00Z,12
2024-10-16T16:48:00Z,7
2024-10-16T16:49:00Z,4
2024-10-16T16:53:00Z,5
2024-10-16T16:58:00Z,56
2024-10-16T16:59:00Z,68
2024-10-16T17:00:00Z,57
2024-10-16T17:01:00Z,65
2024-10-16T17:02:00Z,50
2024-10-16T17:03:00Z,39
2024-10-16T17:04:00Z,20
2024-10-16T17:05:00Z,15
2024-10-16T17:14:00Z,23
2024-10-16T17:15:00Z,9
2024-10-16T17:16:00Z,32
2024-10-16T17:17:00Z,6
2024-10-16T17:18:00Z,21
2024-10-16T17:19:00Z,4
2024-10-16T17:20:00Z,51
2024-10-16T17:21:00Z,63
2024-10-16T17:23:00Z,33
2024-10-16T17:24:00Z,28
2024-10-16T17:25:00Z,15
2024-10-16T17:26:00Z,29
2024-10-16T17:27:00Z,65
2024-10-16T17:28:00Z,30
2024-10-16T17:30:00Z,24
2024-10-16T17:31:00Z,51
2024-10-16T17:32:00Z,80
2024-10-16T17:33:00Z,98
2024-10-16T17:34:00Z,92
2024-10-16T17:35:00Z,106
2024-10-16T17:36:00Z,107
2024-10-16T17:37:00Z,102
2024-10-16T17:38:00Z,103
2024-10-16T17:39:00Z,4
2024-10-16T17:41:00Z,8
2024-10-16T17:44:00Z,8
2024-10-16T17:51:00Z,8
2024-10-16T18:00:00Z,12
2024-10-16T18:01:00Z,93
2024-10-16T18:02:00Z,113
2024-10-16T18:03:00Z,124
2024-10-16T18:04:00Z,91
2024-10-16T18:05:00Z,43
2024-10-16T18:06:00Z,38
2024-10-16T18:07:00Z,18
2024-10-16T18:09:00Z,33
2024-10-16T18:10:00Z,14
2024-10-16T18:12:00Z,29
2024-10-16T18:13:00Z,12
2024-10-16T18:14:00Z,3
2024-10-16T18:15:00Z,6
2024-10-16T18:16:00Z,6
2024-10-16T18:17:00Z,25
2024-10-16T18:18:00Z,11
2024-10-16T18:26:00Z,8
2024-10-16T18:27:00Z,2
2024-10-16T18:29:00Z,13
2024-10-16T18:30:00Z,9
2024-10-16T18:33:00Z,13
2024-10-16T18:34:00Z,8
2024-10-16T18:35:00Z,6
2024-10-16T18:36:00Z,74
2024-10-16T18:37:00Z,75
2024-10-16T18:39:00Z,6
2024-10-16T18:40:00Z,93
2024-10-16T18:41:00Z,46
2024-10-16T18:59:00Z,8
2024-10-16T19:00:00Z,12
2024-10-16T19:06:00Z,5
2024-10-16T19:09:00Z,8
2024-10-16T19:13:00Z,4
2024-10-16T19:15:00Z,8
2024-10-16T19:17:00Z,4
2024-10-16T19:18:00Z,6
2024-10-16T19:22:00Z,4
2024-10-16T19:23:00Z,6
2024-10-16T19:24:00Z,46
2024-10-16T19:35:00Z,25
2024-10-16T19:47:00Z,12
2024-10-16T19:50:00Z,11
2024-10-16T19:51:00Z,28
2024-10-16T20:00:00Z,7
2024-10-16T20:03:00Z,44
2024-10-16T20:05:00Z,44
2024-10-16T20:11:00Z,37
2024-10-16T20:12:00Z,28
2024-10-16T20:13:00Z,7
2024-10-16T20:30:00Z,14
2024-10-16T20:31:00Z,3
2024-10-16T20:37:00Z,47
2024-10-16T20:38:00Z,8
2024-10-16T20:39:00Z,51
2024-10-16T20:46:00Z,37
2024-10-16T20:48:00Z,4
2024-10-16T20:50:00Z,33
2024-10-16T20:51:00Z,10
2024-10-16T20:52:00Z,7
2024-10-16T20:53:00Z,24
2024-10-16T20:56:00Z,10
2024-10-16T20:59:00Z,39
2024-10-16T21:00:00Z,72
2024-10-16T21:02:00Z,11
2024-10-16T21:03:00Z,18
2024-10-16T21:04:00Z,24
2024-10-16T21:07:00Z,14
2024-10-16T21:10:00Z,15
2024-10-16T21:20:00Z,6
2024-10-16T21:22:00Z,12
2024-10-16T21:23:00Z,6
2024-10-16T21:26:00Z,51
2024-10-16T21:27:00Z,7
2024-10-16T21:28:00Z,21
2024-10-16T21:29:00Z,13
2024-10-16T21:30:00Z,50
2024-10-16T21:31:00Z,31
2024-10-16T21:32:00Z,8
2024-10-16T21:33:00Z,10
2024-10-16T21:34:00Z,19
2024-10-16T21:35:00Z,73
2024-10-16T21:48:00Z,4
2024-10-16T21:53:00Z,9
2024-10-16T22:01:00Z,9
2024-10-16T22:06:00Z,17
2024-10-16T22:07:00Z,47
2024-10-16T22:08:00Z,2
2024-10-16T22:10:00Z,34
2024-10-16T22:11:00Z,11
2024-10-16T22:12:00Z,11
2024-10-16T22:13:00Z,4
2024-10-16T22:15:00Z,44
2024-10-16T22:20:00Z,13
2024-10-16T22:28:00Z,17
2024-10-16T22:29:00Z,48
2024-10-16T22:30:00Z,74
2024-10-16T22:31:00Z,83
2024-10-16T22:32:00Z,96
2024-10-16T22:33:00Z,45
2024-10-16T22:35:00Z,34
2024-10-16T22:36:00Z,50
2024-10-16T22:37:00Z,42
2024-10-16T22:38:00Z,42
2024-10-16T22:39:00Z,11
2024-10-16T22:40:00Z,1
2024-10-16T22:41:00Z,12
2024-10-16T22:42:00Z,27
2024-10-16T22:43:00Z,8
2024-10-16T22:48:00Z,7
2024-10-16T22:50:00Z,10
2024-10-16T22:52:00Z,48
2024-10-16T22:53:00Z,51
2024-10-16T22:55:00Z,26
2024-10-16T22:56:00Z,61
2024-10-16T22:57:00Z,25
2024-10-16T23:04:00Z,11
2024-10-16T23:15:00Z,67
2024-10-16T23:16:00Z,115
2024-10-16T23:17:00Z,107
2024-10-16T23:18:00Z,115
2024-10-16T23:19:00Z,109
2024-10-16T23:20:00Z,8
2024-10-16T23:23:00Z,8
2024-10-16T23:28:00Z,8
2024-10-16T23:29:00Z,9
2024-10-16T23:37:00Z,12
2024-10-16T23:38:00Z,82
2024-10-16T23:39:00Z,113
2024-10-16T23:40:00Z,105
2024-10-16T23:41:00Z,103
2024-10-16T23:42:00Z,102
2024-10-16T23:43:00Z,81
2024-10-16T23:44:00Z,43
2024-10-16T23:45:00Z,28
2024-10-16T23:46:00Z,16
2024-10-16T23:47:00Z,2
2024-10-16T23:48:00Z,7
2024-10-16T23:49:00Z,7
2024-10-16T23:51:00Z,64
