timestamp,steps
2024-11-06T00:02:00Z,23
2024-11-06T00:03:00Z,25
2024-11-06T00:04:00Z,19
2024-11-06T00:18:00Z,9
2024-11-06T00:46:00Z,9
2024-11-06T00:47:00Z,12
2024-11-06T00:48:00Z,8
2024-11-06T00:54:00Z,9
2024-11-06T00:56:00Z,18
2024-11-06T01:10:00Z,39
2024-11-06T08:32:00Z,16
2024-11-06T11:01:00Z,37
2024-11-06T11:02:00Z,47
2024-11-06T11:03:00Z,43
2024-11-06T11:04:00Z,106
2024-11-06T11:05:00Z,113
2024-11-06T11:06:00Z,110
2024-11-06T11:07:00Z,114
2024-11-06T11:08:00Z,114
2024-11-06T11:09:00Z,114
2024-11-06T11:10:00Z,113
2024-11-06T11:11:00Z,112
2024-11-06T11:12:00Z,114
2024-11-06T11:13:00Z,114
2024-11-06T11:14:00Z,114
2024-11-06T11:15:00Z,112
2024-11-06T11:16:00Z,112
2024-11-06T11:17:00Z,112
2024-11-06T11:18:00Z,74
2024-11-06T11:19:00Z,58
2024-11-06T11:20:00Z,35
2024-11-06T11:33:00Z,83
2024-11-06T11:36:00Z,16
2024-11-06T11:37:00Z,32
2024-11-06T11:38:00Z,44
2024-11-06T11:39:00Z,10
2024-11-06T11:43:00Z,28
2024-11-06T11:44:00Z,55
2024-11-06T12:11:00Z,14
2024-11-06T12:17:00Z,6
2024-11-06T12:26:00Z,23
2024-11-06T12:27:00Z,24
2024-11-06T12:28:00Z,17
2024-11-06T12:30:00Z,5
2024-11-06T12:31:00Z,19
2024-11-06T12:32:00Z,32
2024-11-06T12:33:00Z,13
2024-11-06T12:35:00Z,8
2024-11-06T12:36:00Z,50
2024-11-06T12:40:00Z,31
2024-11-06T12:41:00Z,6
2024-11-06T12:42:00Z,94
2024-11-06T12:44:00Z,19
2024-11-06T12:45:00Z,27
2024-11-06T12:46:00Z,52
2024-11-06T12:48:00Z,41
2024-11-06T12:49:00Z,10
2024-11-06T12:50:00Z,9
2024-11-06T12:52:00Z,9
2024-11-06T12:53:00Z,33
2024-11-06T12:54:00Z,28
2024-11-06T12:55:00Z,24
2024-11-06T12:56:00Z,86
2024-11-06T12:57:00Z,116
2024-11-06T12:58:00Z,109
2024-11-06T12:59:00Z,19
2024-11-06T13:00:00Z,12
2024-11-06T13:02:00Z,6
2024-11-06T13:04:00Z,8
2024-11-06T13:05:00Z,25
2024-11-06T13:06:00Z,21
2024-11-06T13:07:00Z,47
2024-11-06T13:08:00Z,25
2024-11-06T13:09:00Z,49
2024-11-06T13:14:00Z,4
2024-11-06T13:16:00Z,15
2024-11-06T13:18:00Z,29
2024-11-06T13:21:00Z,13
2024-11-06T13:34:00Z,7
2024-11-06T13:40:00Z,6
2024-11-06T13:49:00Z,11
2024-11-06T13:54:00Z,9
2024-11-06T14:12:00Z,6
2024-11-06T14:15:00Z,18
2024-11-06T14:20:00Z,7
2024-11-06T14:26:00Z,5
2024-11-06T14:33:00Z,10
2024-11-06T14:34:00Z,6
2024-11-06T14:37:00Z,7
2024-11-06T14:39:00Z,14
2024-11-06T14:40:00Z,58
2024-11-06T14:41:00Z,116
2024-11-06T14:42:00Z,73
2024-11-06T14:43:00Z,7
2024-11-06T14:44:00Z,73
2024-11-06T14:45:00Z,60
2024-11-06T14:46:00Z,88
2024-11-06T14:47:00Z,81
2024-11-06T14:48:00Z,66
2024-11-06T14:49:00Z,57
2024-11-06T14:50:00Z,94
2024-11-06T14:51:00Z,100
2024-11-06T14:52:00Z,127
2024-11-06T14:53:00Z,118
2024-11-06T14:54:00Z,131
2024-11-06T14:55:00Z,150
2024-11-06T14:56:00Z,104
2024-11-06T14:57:00Z,103
2024-11-06T14:59:00Z,43
2024-11-06T15:00:00Z,78
2024-11-06T15:01:00Z,46
2024-11-06T15:02:00Z,93
2024-11-06T15:03:00Z,121
2024-11-06T15:04:00Z,107
2024-11-06T15:05:00Z,113
2024-11-06T15:06:00Z,116
2024-11-06T15:07:00Z,102
2024-11-06T15:08:00Z,99
2024-11-06T15:09:00Z,102
2024-11-06T15:10:00Z,125
2024-11-06T15:11:00Z,114
2024-11-06T15:12:00Z,122
2024-11-06T15:13:00Z,101
2024-11-06T15:14:00Z,109
2024-11-06T15:15:00Z,112
2024-11-06T15:16:00Z,118
2024-11-06T15:17:00Z,115
2024-11-06T15:18:00Z,126
2024-11-06T15:19:00Z,107
2024-11-06T15:20:00Z,117
2024-11-06T15:21:00Z,107
2024-11-06T15:22:00Z,101
2024-11-06T15:23:00Z,121
2024-11-06T15:24:00Z,126
2024-11-06T15:25:00Z,91
2024-11-06T15:26:00Z,42
2024-11-06T15:27:00Z,7
2024-11-06T15:28:00Z,40
2024-11-06T15:29:00Z,80
2024-11-06T15:30:00Z,103
2024-11-06T15:31:00Z,113
2024-11-06T15:32:00Z,109
2024-11-06T15:33:00Z,111
2024-11-06T15:34:00Z,99
2024-11-06T15:35:00Z,125
2024-11-06T15:36:00Z,110
2024-11-06T15:37:00Z,112
2024-11-06T15:38:00Z,24
2024-11-06T15:39:00Z,33
2024-11-06T15:41:00Z,28
2024-11-06T15:42:00Z,84
2024-11-06T15:43:00Z,119
2024-11-06T15:44:00Z,113
2024-11-06T15:45:00Z,117
2024-11-06T15:46:00Z,118
2024-11-06T15:47:00Z,120
2024-11-06T15:48:00Z,112
2024-11-06T15:49:00Z,104
2024-11-06T15:50:00Z,112
2024-11-06T15:51:00Z,123
2024-11-06T15:52:00Z,107
2024-11-06T15:53:00Z,112
2024-11-06T15:54:00Z,99
2024-11-06T15:55:00Z,100
2024-11-06T15:56:00Z,123
2024-11-06T15:57:00Z,119
2024-11-06T15:58:00Z,122
2024-11-06T15:59:00Z,112
2024-11-06T16:00:00Z,107
2024-11-06T16:01:00Z,104
2024-11-06T16:02:00Z,123
2024-11-06T16:03:00Z,117
2024-11-06T16:04:00Z,113
2024-11-06T16:05:00Z,109
2024-11-06T16:06:00Z,123
2024-11-06T16:07:00Z,110
2024-11-06T16:08:00Z,110
2024-11-06T16:09:00Z,110
2024-11-06T16:10:00Z,102
2024-11-06T16:11:00Z,109
2024-11-06T16:12:00Z,115
2024-11-06T16:13:00Z,116
2024-11-06T16:14:00Z,113
2024-11-06T16:15:00Z,109
2024-11-06T16:16:00Z,101
2024-11-06T16:17:00Z,115
2024-11-06T16:18:00Z,111
2024-11-06T16:19:00Z,108
2024-11-06T16:20:00Z,112
2024-11-06T16:21:00Z,72
2024-11-06T16:22:00Z,114
2024-11-06T16:23:00Z,112
2024-11-06T16:24:00Z,113
2024-11-06T16:25:00Z,84
2024-11-06T16:26:00Z,34
2024-11-06T16:31:00Z,34
2024-11-06T16:32:00Z,18
2024-11-06T16:33:00Z,19
2024-11-06T16:35:00Z,6
2024-11-06T16:36:00Z,17
2024-11-06T16:37:00Z,41
2024-11-06T16:38:00Z,41
2024-11-06T16:39:00Z,30
2024-11-06T16:40:00Z,21
2024-11-06T16:41:00Z,45
2024-11-06T16:42:00Z,31
2024-11-06T16:43:00Z,44
2024-11-06T16:44:00Z,26
2024-11-06T16:45:00Z,13
2024-11-06T16:50:00Z,7
2024-11-06T16:51:00Z,24
2024-11-06T16:52:00Z,80
2024-11-06T16:53:00Z,20
2024-11-06T16:54:00Z,9
2024-11-06T16:56:00Z,21
2024-11-06T16:57:00Z,102
2024-11-06T16:58:00Z,105
2024-11-06T16:59:00Z,59
2024-11-06T17:00:00Z,26
2024-11-06T17:03:00Z,5
2024-11-06T17:22:00Z,82
2024-11-06T17:23:00Z,117
2024-11-06T17:24:00Z,4
2024-11-06T17:25:00Z,4
2024-11-06T17:26:00Z,13
2024-11-06T17:29:00Z,103
2024-11-06T17:30:00Z,99
2024-11-06T17:31:00Z,52
2024-11-06T17:33:00Z,10
2024-11-06T18:04:00Z,6
2024-11-06T18:06:00Z,7
2024-11-06T18:39:00Z,7
2024-11-06T19:06:00Z,8
2024-11-06T19:08:00Z,5
2024-11-06T19:18:00Z,4
2024-11-06T19:24:00Z,25
2024-11-06T19:25:00Z,119
2024-11-06T19:26:00Z,88
2024-11-06T19:27:00Z,12
