timestamp,latitude,longitude,altitude
2024-11-06T14:56:43Z,51.233703,-0.607573,102.1
2024-11-06T14:56:44Z,51.233717,-0.607505,90.8
2024-11-06T14:56:45Z,51.233718,-0.607473,90.5
2024-11-06T14:56:46Z,51.233699,-0.607480,90.25
2024-11-06T14:56:47Z,51.233692,-0.607476,90.0
2024-11-06T14:56:48Z,51.233684,-0.607473,89.75
2024-11-06T14:56:49Z,51.233670,-0.607447,89.5
2024-11-06T14:56:50Z,51.233663,-0.607465,89.8
2024-11-06T14:56:51Z,51.233653,-0.607463,90.3
2024-11-06T14:56:52Z,51.233652,-0.607472,90.3
2024-11-06T14:56:53Z,51.233648,-0.607463,90.0
2024-11-06T14:56:54Z,51.233643,-0.607468,89.1
2024-11-06T14:56:55Z,51.233638,-0.607468,88.3
2024-11-06T14:56:56Z,51.233635,-0.607473,88.0
2024-11-06T14:56:57Z,51.233625,-0.607482,87.8
2024-11-06T14:56:58Z,51.233617,-0.607490,87.8
2024-11-06T14:56:59Z,51.233607,-0.607502,88.0
2024-11-06T14:57:00Z,51.233602,-0.607510,88.1
2024-11-06T14:57:01Z,51.233602,-0.607513,87.6
2024-11-06T14:57:02Z,51.233602,-0.607515,86.8
2024-11-06T14:57:03Z,51.233603,-0.607515,86.3
2024-11-06T14:57:04Z,51.233617,-0.607508,86.3
2024-11-06T14:57:05Z,51.233625,-0.607502,86.0
2024-11-06T14:57:06Z,51.233630,-0.607508,85.6
2024-11-06T14:57:07Z,51.233628,-0.607513,85.0
2024-11-06T14:57:08Z,51.233625,-0.607515,84.8
2024-11-06T14:57:09Z,51.233630,-0.607510,84.8
2024-11-06T14:57:10Z,51.233633,-0.607508,84.6
2024-11-06T14:57:11Z,51.233633,-0.607509,84.57499999999999
2024-11-06T14:57:12Z,51.233634,-0.607508,84.55
2024-11-06T14:57:13Z,51.233636,-0.607507,84.525
2024-11-06T14:57:14Z,51.233633,-0.607508,84.5
2024-11-06T14:57:15Z,51.233638,-0.607508,84.6
2024-11-06T14:57:16Z,51.233645,-0.607502,84.3
2024-11-06T14:57:17Z,51.233658,-0.607497,84.1
2024-11-06T14:57:18Z,51.233672,-0.607487,84.1
2024-11-06T14:57:19Z,51.233690,-0.607477,83.6
2024-11-06T14:57:20Z,51.233698,-0.607477,83.8
2024-11-06T14:57:21Z,51.233700,-0.607463,83.0
