timestamp,latitude,longitude,altitude
2024-11-27T12:44:39Z,51.233542,-0.60734,80.0
2024-11-27T12:44:40Z,51.233528,-0.607363,73.6
2024-11-27T12:44:41Z,51.233712,-0.607255,98.5
2024-11-27T12:44:42Z,51.233672,-0.607303,97.8
2024-11-27T12:44:43Z,51.233667,-0.607327,98.3
2024-11-27T12:44:44Z,51.233657,-0.607343,98.1
2024-11-27T12:44:45Z,51.233625,-0.607387,96.5
2024-11-27T12:44:46Z,51.23358,-0.607432,96.0
2024-11-27T12:44:47Z,51.23357,-0.60746,95.5
2024-11-27T12:44:48Z,51.23357,-0.607478,95.0
2024-11-27T12:44:49Z,51.233578,-0.607487,95.6
2024-11-27T12:44:50Z,51.233575,-0.607495,95.3
2024-11-27T12:44:51Z,51.233573,-0.607502,95.3
2024-11-27T12:44:52Z,51.23357,-0.60751,94.6
2024-11-27T12:44:53Z,51.233573,-0.607505,94.0
2024-11-27T12:44:54Z,51.233573,-0.6075,93.6
2024-11-27T12:44:55Z,51.23357,-0.607497,93.5
2024-11-27T12:44:56Z,51.233573,-0.607492,93.3
2024-11-27T12:44:57Z,51.233575,-0.607487,92.8
2024-11-27T12:44:58Z,51.233578,-0.607478,92.6
2024-11-27T12:44:59Z,51.233578,-0.607468,92.6
2024-11-27T12:45:00Z,51.23358,-0.607463,92.6
2024-11-27T12:45:01Z,51.233575,-0.607455,92.1
2024-11-27T12:45:02Z,51.23357,-0.607453,91.8
2024-11-27T12:45:03Z,51.233567,-0.607447,91.3
2024-11-27T12:45:04Z,51.23357,-0.607445,91.1
2024-11-27T12:45:05Z,51.233575,-0.607432,91.0
2024-11-27T12:45:06Z,51.233575,-0.607422,90.8
2024-11-27T12:45:07Z,51.23357,-0.607412,90.3
2024-11-27T12:45:08Z,51.233565,-0.607408,89.6
2024-11-27T12:45:09Z,51.23356,-0.6074,89.3
2024-11-27T12:45:10Z,51.233557,-0.60739,88.8
2024-11-27T12:45:11Z,51.233552,-0.60738,87.8
2024-11-27T12:45:12Z,51.233547,-0.607377,87.6
2024-11-27T12:45:13Z,51.233544,-0.607373,82.85
2024-11-27T12:45:14Z,51.233537,-0.607368,78.1
2024-11-27T12:45:15Z,51.233538,-0.607362,79.3
2024-11-27T12:45:16Z,51.233538,-0.607348,81.0
2024-11-27T12:45:17Z,51.233537,-0.607343,82.6
2024-11-27T12:45:18Z,51.233533,-0.607348,83.1
2024-11-27T12:45:19Z,51.233533,-0.607353,84.3
2024-11-27T12:45:20Z,51.233533,-0.607358,85.1
2024-11-27T12:45:21Z,51.233537,-0.607362,85.3
2024-11-27T12:45:22Z,51.233542,-0.607368,86.0
2024-11-27T12:45:23Z,51.233547,-0.60738,86.6
2024-11-27T12:45:24Z,51.23355,-0.60739,86.6
2024-11-27T12:45:25Z,51.23355,-0.607395,86.8
2024-11-27T12:45:26Z,51.233547,-0.607395,86.6
2024-11-27T12:45:27Z,51.233547,-0.607403,86.3
2024-11-27T12:45:28Z,51.23355,-0.607417,86.1
2024-11-27T12:45:29Z,51.233543,-0.60739,85.8
2024-11-27T12:45:30Z,51.233542,-0.607402,85.89999999999999
2024-11-27T12:45:31Z,51.23354,-0.607405,86.0
2024-11-27T12:45:32Z,51.233539,-0.60741,86.1
2024-11-27T12:45:33Z,51.233537,-0.607415,86.2
2024-11-27T12:45:34Z,51.233537,-0.607418,86.3
2024-11-27T12:45:35Z,51.233525,-0.607427,87.0
2024-11-27T12:45:36Z,51.233523,-0.60744,87.1
2024-11-27T12:45:37Z,51.233528,-0.607453,87.0
2024-11-27T12:45:38Z,51.233533,-0.607458,86.0
2024-11-27T12:45:39Z,51.233542,-0.607453,85.8
2024-11-27T12:45:40Z,51.233542,-0.60744,85.8
2024-11-27T12:45:41Z,51.233547,-0.607437,86.0
2024-11-27T12:45:42Z,51.233547,-0.607437,86.1
2024-11-27T12:45:43Z,51.233552,-0.60743,86.3
2024-11-27T12:45:44Z,51.233555,-0.607427,86.5
2024-11-27T12:45:45Z,51.233555,-0.607418,86.6
2024-11-27T12:45:46Z,51.233557,-0.607412,87.1
2024-11-27T12:45:47Z,51.23356,-0.607408,87.5
