timestamp,steps
2024-11-27T00:18:00Z,14
2024-11-27T00:24:00Z,22
2024-11-27T00:33:00Z,11
2024-11-27T00:52:00Z,13
2024-11-27T01:05:00Z,40
2024-11-27T01:06:00Z,4
2024-11-27T01:55:00Z,6
2024-11-27T02:19:00Z,14
2024-11-27T08:09:00Z,6
2024-11-27T08:10:00Z,28
2024-11-27T08:11:00Z,4
2024-11-27T09:33:00Z,4
2024-11-27T09:53:00Z,43
2024-11-27T09:54:00Z,13
2024-11-27T09:55:00Z,8
2024-11-27T09:59:00Z,8
2024-11-27T10:02:00Z,14
2024-11-27T10:04:00Z,21
2024-11-27T10:05:00Z,21
2024-11-27T10:06:00Z,21
2024-11-27T10:07:00Z,13
2024-11-27T10:08:00Z,13
2024-11-27T10:09:00Z,24
2024-11-27T10:10:00Z,4
2024-11-27T10:11:00Z,7
2024-11-27T10:12:00Z,4
2024-11-27T10:14:00Z,55
2024-11-27T10:15:00Z,42
2024-11-27T10:16:00Z,23
2024-11-27T10:29:00Z,12
2024-11-27T10:41:00Z,675
2024-11-27T10:42:00Z,5
2024-11-27T10:43:00Z,62
2024-11-27T10:44:00Z,71
2024-11-27T10:45:00Z,67
2024-11-27T10:46:00Z,21
2024-11-27T10:47:00Z,40
2024-11-27T10:48:00Z,24
2024-11-27T10:49:00Z,32
2024-11-27T10:50:00Z,14
2024-11-27T10:51:00Z,34
2024-11-27T10:53:00Z,20
2024-11-27T10:55:00Z,10
2024-11-27T10:57:00Z,21
2024-11-27T10:58:00Z,102
2024-11-27T10:59:00Z,122
2024-11-27T11:00:00Z,58
2024-11-27T11:01:00Z,14
2024-11-27T11:03:00Z,22
2024-11-27T11:09:00Z,12
2024-11-27T11:11:00Z,23
2024-11-27T11:17:00Z,8
2024-11-27T11:26:00Z,7
2024-11-27T11:29:00Z,7
2024-11-27T11:32:00Z,5
2024-11-27T11:35:00Z,8
2024-11-27T11:37:00Z,9
2024-11-27T12:04:00Z,8
2024-11-27T12:07:00Z,18
2024-11-27T12:12:00Z,10
2024-11-27T12:13:00Z,9
2024-11-27T12:18:00Z,38
2024-11-27T12:19:00Z,59
2024-11-27T12:20:00Z,106
2024-11-27T12:21:00Z,70
2024-11-27T12:22:00Z,61
2024-11-27T12:23:00Z,33
2024-11-27T12:24:00Z,41
2024-11-27T12:25:00Z,44
2024-11-27T12:26:00Z,55
2024-11-27T12:27:00Z,29
2024-11-27T12:28:00Z,58
2024-11-27T12:30:00Z,25
2024-11-27T12:33:00Z,11
2024-11-27T12:37:00Z,16
2024-11-27T12:38:00Z,47
2024-11-27T12:39:00Z,111
2024-11-27T12:40:00Z,120
2024-11-27T12:41:00Z,121
2024-11-27T12:42:00Z,134
2024-11-27T12:43:00Z,161
2024-11-27T12:44:00Z,107
2024-11-27T12:45:00Z,106
2024-11-27T12:46:00Z,102
2024-11-27T12:47:00Z,96
2024-11-27T12:48:00Z,119
2024-11-27T12:49:00Z,114
